RBD;HH_A;HH_UTP;HH_PDIR;HH_DIR;HH_OES;HH_OF;HH_JUTP;HH_IG;HH_OR;HH_DIR_SOST;HH_TP_SOST;HH_SUP_SOST;HH_SUBDIR;HH_PROF_ENC;HH_EDUC_TRAD;HH_TOT
25053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25054;44;0;0;8;0;0;0;0;0;0;0;0;0;0;0;52
25055;2870;42;44;44;24;0;0;0;0;250;0;0;0;0;0;3274
25056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25057;301;0;0;40;0;0;0;0;0;0;0;0;0;0;0;341
25058;528;0;44;44;0;0;0;0;0;0;0;0;0;0;0;616
25059;1119;66;0;44;0;0;0;44;0;0;0;0;44;0;0;1317
25061;741;0;132;44;0;0;44;44;0;0;0;0;0;0;0;1005
25062;334;44;0;44;14;0;0;44;40;0;0;0;0;0;0;520
25063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25065;6326;0;129;42;71;0;0;0;0;0;0;0;0;0;0;6568
25067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25070;923;44;0;44;0;0;44;44;0;0;0;0;44;0;0;1143
25071;1214;0;0;44;388;0;88;0;0;0;0;0;0;0;0;1734
25073;202;0;0;44;0;0;0;0;0;0;0;0;0;0;0;246
25074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25075;313;0;0;44;0;0;0;0;0;0;0;0;0;0;0;357
25076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25078;1192;0;0;44;74;0;44;88;44;0;88;0;0;0;0;1574
25079;361;0;0;44;0;0;0;0;0;0;0;0;0;0;0;405
25080;176;0;0;44;0;0;0;0;0;0;0;0;0;0;0;220
25081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25082;1605;0;0;44;0;0;44;0;88;0;88;0;44;0;0;1913
25084;677;0;0;44;38;0;44;88;0;0;0;0;0;0;0;891
25085;235;40;0;44;0;0;0;0;0;0;0;0;0;0;0;319
25086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25087;259;0;0;44;32;0;42;0;0;0;0;0;0;0;0;377
25089;1750;30;0;44;108;44;44;88;0;0;0;0;0;0;0;2108
25090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25091;3427;0;0;44;317;0;166;308;44;0;0;0;44;0;0;4350
25092;198;0;0;30;0;0;44;0;0;0;0;0;0;0;0;272
25093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25094;864;0;0;22;40;0;0;0;0;0;0;0;0;0;44;970
25095;178;0;0;44;0;0;0;0;0;0;0;0;0;0;0;222
25096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25098;410;39;0;44;0;0;44;0;0;0;0;0;0;0;35;572
25099;170;0;0;44;0;0;44;0;0;0;0;0;0;0;0;258
25100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25101;2272;82;44;44;158;0;0;44;44;0;20;0;44;0;44;2796
25103;352;0;44;44;0;0;22;0;0;0;0;0;0;0;0;462
25104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25107;1674;0;80;40;0;0;0;0;0;0;0;0;0;0;0;1794
25108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25109;220;0;0;0;0;0;66;0;0;0;0;0;0;36;0;322
25110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25111;286;0;0;26;0;0;0;0;0;0;0;0;0;0;0;312
25112;342;0;0;44;0;0;44;0;0;0;0;0;0;0;0;430
25113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25114;2299;200;88;44;0;0;88;88;0;0;0;0;44;0;0;2851
25115;154;0;0;44;0;0;0;0;0;0;0;0;0;0;0;198
25117;440;44;0;44;0;0;0;0;0;0;0;0;0;0;0;528
25118;220;8;0;30;0;0;0;0;0;0;0;0;0;0;0;258
25119;308;0;22;44;0;0;44;0;0;0;0;0;22;0;0;440
25120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25121;1840;0;88;44;40;0;0;44;0;0;0;0;0;0;0;2056
25122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25125;86;0;0;40;0;0;0;0;0;0;0;0;0;0;0;126
25126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25127;940;0;0;44;0;0;44;0;0;0;0;0;0;0;0;1028
25128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25129;526;0;30;44;30;0;0;0;0;0;0;0;0;0;0;630
25130;681;0;0;44;0;0;0;0;0;0;0;0;0;0;64;789
25131;314;0;0;41;0;10;44;0;0;0;0;0;0;0;0;409
25132;908;84;44;44;79;44;44;44;0;0;0;44;0;0;0;1335
25134;491;0;0;24;0;0;0;44;0;0;0;0;0;0;0;559
25135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25136;688;88;0;44;42;0;0;0;0;0;0;0;0;0;0;862
25137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25138;609;88;0;44;0;0;30;30;0;0;0;0;0;0;0;801
25139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25142;421;39;39;39;0;0;0;0;38;0;0;0;0;0;0;576
25143;3851;0;144;36;0;0;0;0;0;0;0;0;0;0;130;4161
25145;88;0;0;44;0;0;0;0;0;0;0;0;0;0;0;132
25146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25153;2656;0;44;44;382;0;88;0;0;0;0;0;0;0;0;3214
25154;176;0;0;44;0;0;0;0;0;0;0;0;0;0;0;220
25155;404;0;44;44;0;0;44;44;0;0;0;0;0;0;0;580
25156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25157;1646;128;35;44;49;0;44;0;0;0;0;0;0;0;0;1946
25158;110;0;0;36;0;0;0;0;0;0;0;0;0;0;0;146
25159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25160;598;75;0;40;0;0;0;40;0;0;0;0;0;0;0;753
25161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25162;405;0;0;44;172;0;44;0;0;0;0;0;0;0;0;665
25163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25166;1425;0;44;44;118;0;44;0;38;0;0;0;44;0;0;1757
25167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25169;105;0;0;25;0;0;0;0;0;0;0;0;0;0;0;130
25170;296;0;0;44;0;0;40;0;0;0;0;0;0;0;0;380
25171;695;0;44;44;44;0;44;0;30;0;0;0;0;0;0;901
25172;2695;40;88;44;0;0;0;0;0;0;0;0;0;0;0;2867
25173;646;0;0;44;30;0;44;44;0;0;0;0;0;0;0;808
25174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25175;1100;0;87;44;33;0;0;0;0;0;0;0;0;0;0;1264
25176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25179;236;0;44;44;0;0;0;0;0;0;0;0;0;0;0;324
25180;1282;0;120;44;0;0;0;0;0;0;0;0;0;0;0;1446
25182;440;40;0;44;44;0;44;44;44;0;0;0;0;0;0;700
25183;572;20;44;0;0;0;0;0;0;0;0;0;0;0;0;636
25184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25185;1605;0;132;44;163;0;40;0;0;0;0;0;0;0;0;1984
25186;1630;0;88;44;56;0;44;44;44;0;0;0;0;0;35;1985
25187;220;44;0;44;0;0;0;0;0;0;0;0;0;0;0;308
25188;755;43;66;22;0;0;44;44;0;0;0;0;0;0;0;974
25189;306;0;0;44;44;0;44;44;44;0;0;0;0;0;0;526
25190;98;0;0;14;0;0;0;0;0;0;0;0;0;0;0;112
25191;264;0;0;44;0;0;44;0;0;0;0;0;0;0;0;352
25192;799;0;0;44;43;0;40;0;0;0;0;0;0;0;0;926
25193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25194;819;0;0;44;110;0;44;88;44;0;0;0;0;0;0;1149
25196;969;0;0;44;13;0;44;44;0;0;0;0;0;0;0;1114
25197;741;0;0;0;44;0;44;0;0;0;0;0;0;44;0;873
25198;2631;0;0;44;0;0;176;88;44;0;44;0;0;0;0;3027
25199;532;0;88;44;31;0;0;0;0;0;0;0;0;0;0;695
25201;1069;88;44;44;30;0;0;0;0;0;0;0;0;0;0;1275
25202;3426;0;132;44;0;0;0;0;0;0;0;0;0;0;36;3638
25203;154;0;0;20;0;0;0;0;0;0;0;0;0;0;0;174
25204;70;0;0;35;0;0;0;0;0;0;0;0;0;0;25;130
25205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25206;408;0;0;44;153;0;88;44;0;0;0;0;0;0;0;737
25207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25208;188;0;0;44;0;0;0;0;0;0;0;0;0;0;0;232
25209;127;0;0;15;0;0;0;0;0;0;0;0;0;0;0;142
25210;172;0;0;18;0;33;0;0;0;0;0;0;0;0;0;223
25211;64;0;0;32;0;0;0;0;0;0;0;0;0;0;0;96
25212;240;0;0;30;0;0;0;0;0;0;0;0;0;0;0;270
25213;65;0;40;30;0;0;0;0;0;0;0;0;0;0;0;135
25215;2141;60;220;44;94;10;132;44;0;0;0;0;0;0;0;2745
25216;683;0;0;44;32;0;66;0;0;0;0;0;0;0;0;825
25217;172;0;0;44;0;0;0;0;0;0;0;0;0;0;0;216
25218;1379;0;44;44;20;0;88;0;30;44;0;0;0;0;0;1649
25219;97;0;0;44;0;0;0;0;0;0;0;0;0;0;0;141
25220;1011;42;174;44;30;36;0;0;0;0;0;0;0;0;0;1337
25221;946;30;44;44;0;0;0;35;44;0;0;0;0;0;0;1143
25222;269;0;24;44;0;0;25;0;0;0;0;0;0;0;0;362
25223;1817;132;88;44;88;0;0;0;0;44;0;0;0;0;0;2213
25224;680;0;0;44;0;0;0;0;0;0;0;0;0;0;0;724
25225;921;0;0;44;38;0;44;0;0;0;0;0;0;0;0;1047
25226;233;0;0;44;0;0;0;0;0;0;0;0;0;0;0;277
25227;317;0;44;44;0;0;0;0;0;0;0;0;0;0;0;405
25230;460;0;0;44;0;0;0;44;0;0;0;0;0;0;0;548
25232;119;0;0;44;0;0;44;0;0;0;0;0;0;0;0;207
25233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25235;406;0;0;40;80;0;30;40;44;0;0;0;0;0;0;640
25236;141;0;0;44;0;0;0;0;0;0;0;0;0;0;0;185
25237;280;0;0;24;74;0;0;0;0;0;0;0;0;0;0;378
25238;1210;84;0;44;0;0;0;44;44;0;0;0;44;0;0;1470
25239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25241;1235;0;88;44;0;0;0;0;0;0;44;0;0;0;0;1411
25242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25244;220;0;0;44;0;0;0;0;0;0;0;0;44;0;0;308
25246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25247;420;0;0;44;138;0;44;44;0;0;0;0;0;0;0;690
25249;1117;0;88;44;44;0;0;88;0;0;0;0;0;0;0;1381
25250;2891;70;88;44;76;0;0;0;0;0;0;0;0;0;0;3169
25251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25255;827;0;0;44;0;0;44;44;0;0;0;25;0;0;0;984
25256;1379;0;245;30;0;0;0;0;44;0;0;0;0;0;0;1698
25257;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30
25258;509;88;0;44;0;0;0;0;0;0;0;0;0;0;0;641
25260;398;88;0;44;0;0;0;0;0;0;0;0;0;0;0;530
25261;25;0;0;44;0;0;0;0;0;0;0;0;0;0;0;69
25263;242;0;14;44;0;0;44;0;0;0;0;0;0;0;0;344
25264;264;44;0;44;0;0;0;0;0;0;0;0;0;0;0;352
25265;1139;0;88;44;212;0;0;44;0;0;0;0;0;0;0;1527
25266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25269;666;30;32;44;44;0;44;44;0;0;0;0;0;0;148;1052
25270;136;0;0;3;0;0;0;0;0;0;0;0;0;0;0;139
25271;332;0;30;44;0;0;30;30;0;0;0;0;0;0;0;466
25272;158;0;0;44;0;0;0;0;0;0;0;0;0;0;0;202
25273;418;0;44;44;0;0;44;0;0;0;0;0;0;0;0;550
25274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25275;515;40;0;44;44;0;0;0;0;0;0;0;0;0;0;643
25277;1269;0;0;44;0;0;44;44;0;0;0;0;0;0;0;1401
25278;1888;132;88;44;42;0;0;44;0;0;44;0;0;0;0;2282
25279;532;0;0;44;12;0;0;0;0;0;0;0;0;0;0;588
25280;291;0;0;44;0;0;0;0;0;0;0;0;0;0;0;335
25281;140;0;0;44;0;0;0;0;0;0;0;0;0;0;0;184
25282;3968;128;132;44;40;0;0;0;0;0;88;0;0;0;0;4400
25283;88;0;0;44;0;0;0;0;0;0;0;0;0;0;0;132
25284;176;0;0;22;0;0;0;0;0;0;0;0;0;0;0;198
25285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25286;132;0;44;44;0;0;0;0;0;0;0;0;0;0;0;220
25287;463;0;0;38;71;0;0;0;0;0;0;0;0;0;0;572
25288;697;0;0;44;0;0;44;44;0;0;0;0;0;0;0;829
25289;400;0;0;44;0;0;0;0;0;0;0;0;0;0;0;444
25290;160;0;0;31;0;0;0;0;0;0;0;0;0;0;0;191
25291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25294;110;44;0;44;0;0;0;0;0;0;0;0;0;0;0;198
25295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25296;176;0;0;44;14;0;0;0;0;0;0;0;0;0;0;234
25297;170;0;0;14;0;0;25;0;0;0;0;0;0;0;0;209
25298;176;0;0;44;0;0;44;0;0;0;0;0;0;0;0;264
25299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25300;112;0;0;4;0;0;25;0;0;0;0;0;0;0;0;141
25301;220;0;0;44;0;0;0;0;0;0;0;0;0;0;0;264
25302;88;0;44;44;0;0;0;0;0;0;0;0;0;0;0;176
25303;515;88;66;15;0;0;0;44;30;0;0;0;44;0;0;802
25304;1288;88;0;43;0;0;44;88;0;0;0;0;0;0;0;1551
25305;101;0;0;44;0;0;0;0;0;0;0;0;0;0;0;145
25306;396;0;0;44;0;0;0;0;0;0;0;0;0;0;0;440
25307;148;0;0;40;0;0;0;0;0;0;0;0;0;0;0;188
25308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25310;1895;28;169;44;102;0;0;0;0;0;0;43;0;0;0;2281
25311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25314;1249;44;0;44;195;0;44;88;44;0;0;0;0;0;0;1708
25315;737;0;0;44;30;0;0;44;0;0;0;0;0;0;0;855
25316;713;44;35;44;40;0;42;0;0;0;0;0;0;0;0;918
25317;176;0;0;44;0;0;23;0;0;0;0;0;0;0;0;243
25318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25319;1269;44;0;44;88;0;44;44;0;0;0;0;88;0;0;1621
25320;44;44;0;44;0;0;0;0;0;0;0;0;0;0;0;132
25321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25322;150;0;0;20;14;0;0;0;0;0;0;0;0;0;0;184
25323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25324;1074;0;0;44;402;0;132;44;0;0;0;0;0;0;0;1696
25325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25327;119;10;0;44;0;0;0;0;0;0;0;0;0;0;0;173
25328;895;18;0;44;0;0;44;44;0;0;0;0;0;0;0;1045
25329;3700;197;264;44;324;0;0;44;0;0;0;0;0;0;0;4573
25330;224;0;88;44;0;0;0;0;0;0;0;0;0;0;0;356
25331;710;44;0;44;352;0;40;0;0;0;0;0;0;0;0;1190
25332;1682;138;43;44;0;0;0;0;0;0;0;0;0;0;0;1907
25333;154;0;0;43;0;0;0;0;0;0;0;0;0;0;0;197
25334;436;0;42;44;44;0;0;0;0;0;0;0;40;0;0;606
25335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25339;179;0;0;30;17;0;25;0;0;0;0;0;0;0;0;251
25340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25342;2050;0;0;44;33;0;0;176;44;0;0;0;0;0;0;2347
25344;263;0;0;44;0;0;44;0;0;0;0;0;0;0;0;351
25346;25;0;0;44;0;0;0;0;0;0;0;0;0;0;0;69
25347;1323;119;0;44;0;0;44;0;0;0;0;0;0;0;0;1530
25348;4150;334;209;44;0;0;269;0;0;0;0;0;0;0;0;5006
25349;1084;0;44;44;0;0;44;0;0;0;0;0;0;0;0;1216
25350;635;40;0;44;0;0;44;41;0;0;0;0;0;0;0;804
25351;117;0;0;36;0;0;0;0;0;0;0;0;0;0;0;153
25352;1947;88;138;44;0;0;0;44;0;0;0;0;0;0;0;2261
25353;242;0;0;44;0;0;0;0;0;0;0;0;0;0;0;286
25354;346;35;0;44;0;0;0;0;0;0;0;0;44;0;0;469
25355;88;0;0;40;0;0;0;0;0;0;0;0;0;0;0;128
25356;434;0;0;44;0;0;0;0;0;0;0;0;0;0;0;478
25358;145;0;0;32;0;0;11;0;0;0;0;0;0;0;0;188
25359;897;0;0;22;0;0;44;0;44;0;0;0;0;0;0;1007
25361;198;0;0;44;0;0;0;0;0;0;0;0;0;0;0;242
25362;432;0;0;44;185;0;44;0;0;0;0;0;0;0;0;705
25363;396;0;0;44;0;0;44;0;0;0;0;0;0;0;0;484
25364;264;0;0;44;0;0;0;0;0;0;0;0;0;0;0;308
25365;441;40;0;44;0;0;0;0;0;0;0;0;0;0;0;525
25366;971;0;44;44;44;0;0;0;0;0;0;0;0;0;0;1103
25367;1141;44;88;44;44;0;44;0;0;0;0;0;0;0;0;1405
25368;3640;0;176;44;0;0;0;0;0;0;0;0;0;0;869;4729
25369;4246;0;0;44;170;0;239;132;44;0;0;0;44;0;0;4919
25370;212;44;0;44;0;0;0;0;0;0;0;0;0;0;0;300
25371;2667;88;0;0;88;0;44;44;44;0;0;0;0;44;0;3019
25372;44;0;30;0;0;0;0;0;0;0;0;0;0;0;0;74
25373;519;0;0;34;0;0;24;34;0;0;0;0;0;0;0;611
25375;235;0;0;30;10;0;44;0;0;0;0;0;0;0;0;319
25376;132;0;0;44;0;0;0;0;0;0;0;0;0;0;0;176
25377;225;0;0;44;0;0;10;0;0;0;0;0;0;0;0;279
25378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25379;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
25380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25381;176;0;0;44;0;0;0;0;0;0;0;0;0;0;0;220
25382;895;0;44;44;0;0;0;0;0;0;0;0;0;0;0;983
25383;167;0;0;24;0;0;44;0;0;0;0;0;20;0;0;255
25384;509;88;44;44;0;0;0;0;0;0;0;0;0;0;0;685
25385;818;0;0;44;0;0;44;44;0;0;0;0;0;0;0;950
25386;1993;67;0;44;172;0;88;44;40;0;0;0;0;0;0;2448
25387;3137;0;132;44;0;0;88;44;44;0;0;0;0;0;0;3489
25389;1297;0;44;44;88;0;0;88;44;0;0;0;0;0;0;1605
25390;380;0;0;44;0;0;0;0;0;0;0;0;0;0;0;424
25392;192;0;0;44;0;0;0;0;0;0;0;0;0;0;0;236
25393;831;88;0;44;0;0;0;44;0;0;44;0;0;0;0;1051
25394;110;0;0;44;0;0;0;0;0;0;0;0;0;0;0;154
25395;1773;122;44;44;132;0;33;88;0;44;0;0;0;0;0;2280
25396;2142;0;0;44;335;22;88;44;0;0;0;0;0;0;0;2675
25397;220;0;0;44;0;0;0;0;0;0;0;0;0;0;0;264
25398;490;0;22;44;145;0;44;0;0;0;0;0;0;0;0;745
25399;238;0;0;44;0;0;30;0;0;0;0;0;0;0;0;312
25400;176;0;0;44;0;0;44;0;0;0;0;0;0;0;0;264
25401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25402;1544;0;132;42;44;0;0;0;0;0;0;0;0;0;0;1762
25403;242;0;30;44;0;0;0;0;0;0;0;0;0;0;0;316
25404;154;0;60;44;0;0;0;0;0;0;0;0;0;0;0;258
25405;132;0;22;44;0;0;22;0;0;0;0;0;0;0;0;220
25406;395;0;44;44;0;0;0;0;0;0;0;0;0;0;0;483
25408;210;0;0;32;0;0;0;0;0;0;0;0;0;0;0;242
25409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25413;286;0;0;44;19;0;44;0;0;0;0;0;0;0;0;393
25414;282;0;0;44;0;0;0;0;0;0;0;0;0;0;0;326
25415;174;0;0;41;0;0;0;0;0;0;0;0;0;0;0;215
25416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25417;200;0;0;44;0;0;0;0;0;0;10;0;0;0;0;254
25418;1971;88;177;44;255;0;0;44;35;0;0;0;0;0;22;2636
25419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25420;258;0;0;44;0;0;44;0;0;0;0;0;0;0;0;346
25421;198;22;0;44;0;0;0;0;0;0;0;0;0;0;0;264
25422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25423;485;0;0;44;44;0;0;44;0;0;0;0;0;0;0;617
25425;220;0;0;44;0;0;0;0;0;0;0;0;0;0;0;264
25426;199;0;0;44;0;0;0;0;0;0;0;0;0;0;0;243
25427;297;0;0;44;0;0;44;0;0;0;0;0;0;0;0;385
25428;132;0;0;44;0;0;0;0;0;0;0;0;0;0;0;176
25429;220;0;44;44;0;0;0;0;0;0;0;0;0;0;0;308
25430;88;0;0;44;0;0;0;0;0;0;0;0;0;0;0;132
25431;472;0;0;40;0;0;0;0;0;0;40;0;0;0;0;552
25432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25433;135;0;0;44;0;0;0;0;0;0;0;0;0;0;0;179
25434;898;0;0;44;44;0;44;44;0;0;0;0;0;0;0;1074
25435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25436;1227;30;0;44;126;0;44;44;0;0;0;0;0;0;0;1515
25437;273;0;0;44;0;0;44;0;0;0;0;0;0;0;0;361
25439;2845;0;0;44;88;0;88;132;44;0;0;0;0;0;0;3241
25440;264;88;0;44;0;0;0;0;0;0;0;0;0;0;0;396
25442;1116;44;88;44;44;0;0;0;0;0;0;0;0;0;0;1336
25443;230;0;0;18;0;0;22;0;0;0;0;0;0;0;0;270
25444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25446;44;0;0;44;0;0;0;0;0;0;0;0;0;0;0;88
25447;659;30;0;44;0;0;0;0;0;0;0;0;0;0;0;733
25448;2097;44;0;44;40;0;44;88;0;0;44;0;0;0;0;2401
25449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25450;795;0;0;44;44;0;44;44;0;0;0;0;0;0;0;971
25451;162;0;0;44;0;0;0;0;0;0;0;0;0;0;0;206
25452;2113;40;0;44;0;0;0;0;0;0;0;0;0;0;0;2197
25453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25454;855;42;0;44;27;0;0;0;0;0;0;0;0;0;0;968
25456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25458;580;0;44;44;0;0;40;44;0;0;0;0;0;0;0;752
25459;220;0;0;44;0;0;0;0;0;0;0;0;0;0;0;264
25460;134;0;0;44;0;0;0;0;0;0;0;0;0;0;0;178
25461;132;0;0;44;0;0;0;0;0;0;0;0;0;0;0;176
25462;1292;0;0;44;198;0;44;44;0;0;0;0;0;0;0;1622
25463;341;0;0;22;0;0;44;0;0;0;0;0;18;0;0;425
25464;2065;0;220;44;44;0;0;0;0;0;0;0;0;0;0;2373
25465;444;44;44;44;34;0;40;0;0;0;0;0;0;0;0;650
25466;223;0;0;0;0;0;0;0;0;0;0;0;0;38;0;261
25467;266;0;0;44;44;0;0;0;0;0;0;0;0;0;0;354
25468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25470;232;0;0;44;42;0;0;0;0;0;0;0;0;0;0;318
25471;506;0;0;44;0;0;44;0;0;0;0;0;0;0;0;594
25473;84;0;0;42;0;0;0;0;0;0;0;0;0;0;0;126
25474;183;0;0;40;0;0;0;0;0;0;0;0;0;0;0;223
25475;1691;0;206;44;44;0;0;44;44;0;0;0;0;0;0;2073
25476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25477;2537;0;215;44;44;0;0;132;0;0;0;0;0;0;0;2972
25478;3956;0;0;88;0;0;0;0;40;0;0;0;0;0;0;4084
25479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25480;724;0;0;44;0;0;88;44;0;0;0;0;0;0;0;900
25481;1640;0;132;44;0;0;0;0;0;0;0;0;0;0;0;1816
25482;579;0;0;40;0;0;44;44;0;0;0;0;0;0;21;728
25483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25484;447;0;0;44;0;0;44;44;0;0;0;0;44;0;0;623
25485;303;0;40;20;0;0;25;0;0;0;0;0;0;0;0;388
25487;2912;0;88;40;40;0;0;0;0;0;0;0;0;0;0;3080
25488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25489;1141;40;0;44;0;0;44;44;44;0;0;0;0;0;0;1357
25490;236;0;0;0;0;0;0;0;0;0;0;0;0;44;0;280
25491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25492;257;44;0;44;0;0;8;0;0;0;0;0;0;0;30;383
25494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
