RBD;Nombre Establecimiento;Región;Comuna;Dependencia;Matrícula Media 2017;Categoría Desempeño 2018
9293;LICEO POLIVALENTE LOS ALMENDROS;Metropolitana de Santiago;LA FLORIDA;Municipal;177;MEDIO-BAJO
9294;LICEO ANDRES BELLO;Metropolitana de Santiago;LA FLORIDA;Municipal;208;MEDIO
9296;ESCUELA LAS LILAS;Metropolitana de Santiago;LA FLORIDA;Municipal;248;MEDIO-BAJO
9298;LICEO INDIRA GANDHI;Metropolitana de Santiago;LA FLORIDA;Municipal;255;MEDIO-BAJO
9299;ESCUELA SANTA IRENE;Metropolitana de Santiago;LA FLORIDA;Municipal;443;MEDIO
9302;ESCUELA LO CANAS;Metropolitana de Santiago;LA FLORIDA;Municipal;260;MEDIO-BAJO
9304;ESCUELA LOS CEREZOS;Metropolitana de Santiago;LA FLORIDA;Municipal;208;INSUFICIENTE
9306;ESCUELA LOS QUILLAYES;Metropolitana de Santiago;LA FLORIDA;Municipal;116;MEDIO-BAJO
9307;ESCUELA  OSCAR CASTRO;Metropolitana de Santiago;LA FLORIDA;Municipal;253;INSUFICIENTE
9308;ESCUELA PARTICULAR UNIDAD DIVINA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;491;INSUFICIENTE
9311;COLEGIO PARTICULAR ISLA WELLINGTON;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;217;INSUFICIENTE
9312;CHILEAN EAGLES COLLEGE;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;949;MEDIO
9317;INSTITUTO LA SALLE;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;708;MEDIO
9318;COLEGIO MAURICIO RUGENDAS;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;210;MEDIO
9324;ESCUELA PARTICULAR MSR.DIEGO ROSALES;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;268;MEDIO
9328;COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;288;MEDIO-BAJO
9330;COLEGIO ALAIN DE LA FLORIDA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;149;MEDIO-BAJO
9331;COLEGIO PARTICULAR THE GARDEN SCHOOL;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;1311;MEDIO-BAJO
9332;COLEGIO SANTA PATRICIA DE LA FLORIDA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;373;MEDIO
9333;ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;277;INSUFICIENTE
9334;COLEGIO PORTALES;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;509;MEDIO-BAJO
9335;ESCUELA PARTICULAR LOS COPIHUES;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;178;MEDIO-BAJO
9337;ESCUELA PARTICULAR LORD TOMAS COCHRANE;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;259;MEDIO
9339;ESCUELA Y COLEGIO POLITECNICO LOS HEROES;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;111;INSUFICIENTE
9340;COLEGIO SANTA MARIA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;1164;ALTO
9341;ESCUELA PART. JOHN PAUL SCHOOL;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;358;MEDIO-BAJO
9342;ESCUELA PARTICULAR LAURA ELGUETA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;392;MEDIO
9345;ESCUELA PARTICULAR LOS CASTANOS;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;99;INSUFICIENTE
9347;CENTRO EDUCACIONAL LA FLORIDA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;577;MEDIO
9351;ESCUELA COLEGIO LAANTARO;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;161;SIN CATEGORIA: BAJA MATRICULA
9356;COLEGIO PARTICULAR SAN FRANCISCO DE ASIS;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;933;MEDIO
9358;ESC. PART. SAINT GERMAINE SCHOOL;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;246;MEDIO-BAJO
9362;COLEGIO PARTICULAR LA CONCEPCION;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;547;MEDIO
9363;ESC. PART. RAFAEL SOTOMAYOR B.;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;244;MEDIO-BAJO
9366;ESCUELA BASICA PARTICULAR PAICAVI  NUM 1;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;566;MEDIO
9368;ESCUELA PARTICULAR PAPA JUAN PABLO II;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;162;MEDIO-BAJO
9369;ESCUELA PARTICULAR ROSARIO CONCHA;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;705;MEDIO
9373;BERNADETTE COLLEGE;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;487;MEDIO
9375;CENTRO EDUCACIONAL LONDON;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;198;INSUFICIENTE
9385;COLEGIO LE MONDE;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;593;MEDIO
9396;COLEGIO SANTA CECILIA DE LA FLORIDA;Metropolitana de Santiago;LA FLORIDA;P. Pagado;181;MEDIO
9410;ESCUELA  CONSOLIDADA DAVILA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;120;INSUFICIENTE
9411;CENTRO EDUCACIONAL HORACIO ARAVENA A.;Metropolitana de Santiago;SAN JOAQUIN;Municipal;255;MEDIO-BAJO
9413;ESCUELA GENERAL BASICA SANTA FE;Metropolitana de Santiago;SAN MIGUEL;Municipal;213;MEDIO
9414;COLEGIO CIUDAD DE FRANKFORT;Metropolitana de Santiago;SAN JOAQUIN;Municipal;392;MEDIO
9415;ESCUELA TERRITORIO ANTARTICO;Metropolitana de Santiago;SAN MIGUEL;Municipal;487;MEDIO-BAJO
9416;ESCUELA POETAS DE CHILE;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;169;MEDIO-BAJO
9418;ESCUELA LA VICTORIA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;250;MEDIO-BAJO
9419;LICEO MUNICIPAL ENRIQUE BACKAUSSE;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;157;INSUFICIENTE
9421;LICEO MUNICIPAL SAN JOAQUIN;Metropolitana de Santiago;SAN JOAQUIN;Municipal;192;MEDIO-BAJO
9422;ESCUELA CENTRO EDUC. REP. MEXICANA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;165;INSUFICIENTE
9424;ESCUELA BASICA FRAY CAMILO HENRIQUEZ;Metropolitana de Santiago;SAN JOAQUIN;Municipal;530;MEDIO-BAJO
9426;ESCUELA LLANO SUBERCASEAUX;Metropolitana de Santiago;SAN MIGUEL;Municipal;404;MEDIO-BAJO
9428;ESCUELA BASICA RICARDO E. LATCHMAN;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;287;MEDIO-BAJO
9429;ESCUELA POETA VICTOR DOMINGO SILVA;Metropolitana de Santiago;SAN JOAQUIN;Municipal;269;MEDIO-BAJO
9430;CENTRO EDUC. PROVINCIA DE ÑUBLE;Metropolitana de Santiago;SAN JOAQUIN;Municipal;324;MEDIO
9431;ESCUELA VILLA SAN MIGUEL;Metropolitana de Santiago;SAN MIGUEL;Municipal;334;MEDIO-BAJO
9433;ESCUELA BASICA MUNICIPAL;Metropolitana de Santiago;SAN MIGUEL;Municipal;336;MEDIO
9437;ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII;Metropolitana de Santiago;SAN JOAQUIN;Municipal;162;INSUFICIENTE
9443;ESCUELA BAS. LOS HEROES DE YUNGAY;Metropolitana de Santiago;LA GRANJA;Municipal;191;ALTO
9457;ESCUELA BÁSICA POETA NERUDA (EX-483);Metropolitana de Santiago;SAN JOAQUIN;Municipal;218;MEDIO-BAJO
9458;ESCUELA BOROA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;253;MEDIO
9467;COLEGIO LA CASTRINA;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;125;INSUFICIENTE
9473;ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;184;MEDIO-BAJO
9484;COLEGIO SANTA ROSA;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;612;MEDIO
9485;ESCUELA PARTICULAR HANSEL Y GRETEL;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;141;MEDIO
9486;COLEGIO ESPIRITU SANTO DEL VERBO DIVINO;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;467;MEDIO
9490;ESCUELA PARTICULAR LUCILA GODOY;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;190;MEDIO
9500;COLEGIO PART. NUESTRA SRA DEL HUERTO;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;240;MEDIO
9502;COLEGIO POLIV.ADVENTISTA SANTIAGO SUR;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;329;MEDIO-BAJO
9503;ESCUELA PARTICULAR PIO DOCE;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;276;MEDIO
9504;ESCUELA PARTICULAR Y COLEGIO CHILE;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;1208;MEDIO
9505;ESCUELA PARTICULAR JOSE A.ALFONSO;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;700;ALTO
9506;ESC.BAS.PROFESORA AIDA RAMOS DIAZ;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;246;INSUFICIENTE
9507;ESCUELA PARTICULAR LAURA VICUNA;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;263;MEDIO-BAJO
9508;COLEGIO PARTICULAR POBL. ALESSANDRI;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;138;ALTO
9509;COLEGIO SUBERCASEAUX COLLEGE;Metropolitana de Santiago;SAN MIGUEL;P. Pagado;255;MEDIO-BAJO
9510;COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;285;MEDIO-BAJO
9511;ESCUELA PARTICULAR GRAN AVENIDA;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;198;MEDIO
9512;ESCUELA BASICA PARTIC JACQUELINE KENNEDY;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;107;MEDIO
9518;COLEGIO PARTICULAR PADRE FIDEL ABARCA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;155;MEDIO
9519;COLEGIO SANTO CURA DE ARS;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;631;MEDIO
9520;PRINCESS MARGARET COLLEGE;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;90;MEDIO
9527;ESCUELA PARTICULAR ECOLE NOEL;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;439;MEDIO
9531;ESCUELA PARTICULAR MIGUEL DAVILA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;79;INSUFICIENTE
9533;ESCUELA BASICA PARTICULAR RAINBOW SCHOOL;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;106;MEDIO-BAJO
9534;COLEGIO SAN DAMIAN;Metropolitana de Santiago;LA FLORIDA;P. Subvencionado;682;MEDIO
9536;ESCUELA PART.CENTRO EDUC.SANTA MONICA;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;493;MEDIO
9537;ESCUELA PARTICULAR DIVINA GABRIELA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;152;MEDIO-BAJO
9539;ESC. PART. SANTA CATALINA DE SAN MIGUEL;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;175;MEDIO
9540;ESCUELA PARTICULAR SAN CARLOS;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;134;MEDIO
9543;ESCUELA PARTICULAR EL GRECO;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;99;MEDIO
9544;ESCUELA PARTICULAR AMIGOS;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;300;MEDIO
9547;ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;193;MEDIO-BAJO
9551;ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;206;MEDIO
9553;COLEGIO KING´S SCHOOL;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;294;MEDIO
9556;ESCUELA PARTICULAR MARQUEZ DE OVANDO;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;541;MEDIO
9558;ESCUELA PARTICULAR ROCIO DE LOS ANGELES;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;586;MEDIO
9564;COLEGIO PARROQUIAL SAN MIGUEL;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;720;MEDIO
9570;INSTITUTO MIGUEL LEON PRADO;Metropolitana de Santiago;SAN MIGUEL;P. Subvencionado;720;ALTO
9572;ESCUELA PARTICULAR JAVIERA CARRERA;Metropolitana de Santiago;SAN JOAQUIN;P. Subvencionado;265;MEDIO-BAJO
9574;ESCUELA BASICA PARTICULAR CAMINITO;Metropolitana de Santiago;SAN BERNARDO;P. Subvencionado;598;MEDIO
9585;LICEO DOCTOR ALEJANDRO DEL RIO;Metropolitana de Santiago;LA GRANJA;Municipal;166;MEDIO
9586;LICEO MUNICIPALIZADO ARAUCANIA;Metropolitana de Santiago;SAN RAMON;Municipal;151;MEDIO-BAJO
9587;LICEO MALAQUIAS CONCHA;Metropolitana de Santiago;LA GRANJA;Municipal;342;MEDIO
9588;ESCUELA BAS. TECNO SUR;Metropolitana de Santiago;LA GRANJA;Municipal;222;INSUFICIENTE
9590;ESCUELA BELGICA;Metropolitana de Santiago;LA GRANJA;Municipal;152;MEDIO-BAJO
9591;LICEO N523;Metropolitana de Santiago;LA PINTANA;Municipal;295;MEDIO-BAJO
9592;ESCUELA BASICA SENDERO DEL SABER;Metropolitana de Santiago;SAN RAMON;Municipal;188;MEDIO-BAJO
9593;ESCUELA BASICA EDUCADORES DE CHILE;Metropolitana de Santiago;SAN RAMON;Municipal;156;MEDIO
9595;ESCUELA CAPITAN AVALOS;Metropolitana de Santiago;LA PINTANA;Municipal;290;MEDIO-BAJO
9597;ESCUELA PABLO DE ROKHA;Metropolitana de Santiago;LA PINTANA;Municipal;213;INSUFICIENTE
9598;ESCUELA MUNICIPAL VIOLETA PARRA;Metropolitana de Santiago;LA PINTANA;Municipal;268;INSUFICIENTE
9599;LICEO MUNICIPAL PURKUYEN;Metropolitana de Santiago;SAN RAMON;Municipal;254;MEDIO
9600;ESCUELA NANIHUE;Metropolitana de Santiago;SAN RAMON;Municipal;258;INSUFICIENTE
9602;COLEGIO NERUDA;Metropolitana de Santiago;LA PINTANA;Municipal;285;MEDIO
9604;LICEO MUNICIPALIZADO CENT.ED. LA PINTANA;Metropolitana de Santiago;LA PINTANA;Municipal;568;INSUFICIENTE
9605;COLEGIO MUNICIPAL PROCERES DE CHILE;Metropolitana de Santiago;LA GRANJA;Municipal;195;MEDIO-BAJO
9606;ESCUELA BAS. LA ARAUCANIA;Metropolitana de Santiago;LA GRANJA;Municipal;191;MEDIO-BAJO
9609;ESCUELA BAS. SANITAS;Metropolitana de Santiago;LA GRANJA;Municipal;276;MEDIO
9610;ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA;Metropolitana de Santiago;LA GRANJA;Municipal;360;MEDIO-BAJO
9611;ESCUELA BASICA TUPAHUE;Metropolitana de Santiago;SAN RAMON;Municipal;205;INSUFICIENTE
9612;ESCUELA BASICA ISLAS DE CHILE;Metropolitana de Santiago;LA GRANJA;Municipal;250;MEDIO-BAJO
9614;ESCUELA BASICA KARELMAPU;Metropolitana de Santiago;SAN RAMON;Municipal;225;INSUFICIENTE
9616;LICEO VICTOR JARA;Metropolitana de Santiago;LA PINTANA;Municipal;405;INSUFICIENTE
9617;LICEO MUNICIPAL LA GRANJA POETA NERUDA;Metropolitana de Santiago;LA GRANJA;Municipal;598;MEDIO-BAJO
9618;ESCUELA BAS. BENJAMIN SUBERCASEAUX;Metropolitana de Santiago;LA GRANJA;Municipal;932;INSUFICIENTE
9620;ESCUELA BASICA JUAN DE DIOS ALDEA;Metropolitana de Santiago;LA PINTANA;Municipal;311;INSUFICIENTE
9625;ESCUELA BASICA VILLA LA CULTURA;Metropolitana de Santiago;SAN RAMON;Municipal;310;INSUFICIENTE
9629;ESCUELA BASICA ALIVEN;Metropolitana de Santiago;SAN RAMON;Municipal;317;MEDIO-BAJO
9634;COLEGIO MARISTA MARCELINO CHAMPAGNAT;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;1294;MEDIO-BAJO
9636;ESCUELA PARTICULAR VENANCIA LEIVA;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;980;MEDIO
9637;COLEGIO CHRISTIAN GARDEN SCHOOL;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;996;MEDIO
9638;ESCUELA BÁSICA PADRE ESTEBAN GUMUCIO VIVES;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;301;MEDIO
9639;ESCUELA PARTICULAR EMA DIAZ SIERRA;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;278;MEDIO
9642;ESCUELA PARTICULAR TTE.DAGOBERTO GODOY;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;1268;MEDIO
9647;LICEO SAN FRANCISCO;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;1038;MEDIO
9648;ESCUELA PARTICULAR FRANCISCO DE MIRANDA;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;179;MEDIO-BAJO
9653;ESCUELA BASICA PRESBITERIANA EL SALVADOR;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;242;MEDIO
9654;ESCUELA PARTICULAR FRANCISCO RAMIREZ;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;1112;ALTO
9655;ESCUELA PARTICULAR CLAUDIO MATTE;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;701;ALTO
9656;ESCUELA PARTICULAR PDTE.JOSE J.PRIETO;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;1031;ALTO
9659;ESCUELA COLEGIO ALBERTO BLEST GANA;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;969;INSUFICIENTE
9660;ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;664;MEDIO-BAJO
9663;ESCUELA PARTICULAR ELSA RAMIREZ;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;378;ALTO
9664;COLEGIO PARTICULAR PUERTO NAVARINO;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;232;MEDIO-BAJO
9665;CENTRO EDUCACIONAL SANTA ROSA DEL SUR;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;431;MEDIO-BAJO
9666;ESC. PART. CELESTIN FREINET;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;305;MEDIO
9668;ESCUELA PARTICULAR FORJADORES DEL FUTURO;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;157;MEDIO-BAJO
9669;COLEGIO NUESTRO MUNDO;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;284;MEDIO
9673;ESCUELA PARTICULAR ARTURO MATTE LARRAIN;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;950;MEDIO
9674;ESCUELA BASICA ALAS DE AGUILA;Metropolitana de Santiago;SAN RAMON;P. Subvencionado;207;INSUFICIENTE
9676;ESCUELA PARTICULAR SAN MARCELO;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;285;MEDIO
9680;COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1;Metropolitana de Santiago;LA PINTANA;P. Subvencionado;387;MEDIO-BAJO
9684;COLEGIO SAN GREGORIO DE LA SALLE;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;671;MEDIO
9685;ESCUELA BASICA PARTIC ESTRELLA DE CHILE;Metropolitana de Santiago;LA GRANJA;P. Subvencionado;241;MEDIO
9695;LICEO POLIVALENTE EUGENIO PEREIRA SALAS;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;145;INSUFICIENTE
9698;ESCUELA BASICA AVIADORES;Metropolitana de Santiago;EL BOSQUE;Municipal;254;MEDIO
9699;COLEGIO NACIONES UNIDAS;Metropolitana de Santiago;LA CISTERNA;Municipal;286;MEDIO-BAJO
9700;COLEGIO PALESTINO;Metropolitana de Santiago;LA CISTERNA;Municipal;209;MEDIO-BAJO
9701;LICEO POLIVALENTE OLOF PALME;Metropolitana de Santiago;LA CISTERNA;Municipal;228;MEDIO
9702;ESCUELA BASICA MARIO ARCE GATICA;Metropolitana de Santiago;EL BOSQUE;Municipal;307;INSUFICIENTE
9703;ESCUELA ESPERANZA JOVEN;Metropolitana de Santiago;LA CISTERNA;Municipal;247;MEDIO-BAJO
9704;ESCUELA LO VALLEDOR;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;107;INSUFICIENTE
9705;ESCUELA BASICA SALOMON SACK;Metropolitana de Santiago;LO ESPEJO;Municipal;218;MEDIO-BAJO
9706;ESCUELA BAS. OSCAR ENCALADA YOVANOVICH;Metropolitana de Santiago;LA CISTERNA;Municipal;322;INSUFICIENTE
9709;ESCUELA BLUE STAR COLLEGE;Metropolitana de Santiago;LO ESPEJO;Municipal;139;MEDIO-BAJO
9710;ESCUELA BASICA SANTA ADRIANA;Metropolitana de Santiago;LO ESPEJO;Municipal;137;INSUFICIENTE
9713;COMPLEJO EDUCACIONAL FELIPE HERRERA LANE;Metropolitana de Santiago;EL BOSQUE;Municipal;118;INSUFICIENTE
9714;ESCUELA BASICA JOSE MARTI;Metropolitana de Santiago;EL BOSQUE;Municipal;321;MEDIO
9715;ESCUELA BASICA VILLA SANTA ELENA;Metropolitana de Santiago;EL BOSQUE;Municipal;226;INSUFICIENTE
9716;ESCUELA BASICA ACAPULCO;Metropolitana de Santiago;LO ESPEJO;Municipal;254;INSUFICIENTE
9717;ESCUELA CIUDAD DE LYON;Metropolitana de Santiago;EL BOSQUE;Municipal;226;MEDIO
9718;ESCUELA BASICA PAUL HARRIS;Metropolitana de Santiago;EL BOSQUE;Municipal;238;MEDIO-BAJO
9719;ESCUELA BASICA;Metropolitana de Santiago;LO ESPEJO;Municipal;262;MEDIO
9720;COLEGIO HERNAN OLGUIN;Metropolitana de Santiago;LO ESPEJO;Municipal;734;INSUFICIENTE
9721;ESCUELA NEMESIO ANTUNEZ;Metropolitana de Santiago;EL BOSQUE;Municipal;212;MEDIO-BAJO
9727;ESCUELA CIUDAD DE BARCELONA;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;191;MEDIO
9729;ESCUELA VILLA SUR;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;214;INSUFICIENTE
9730;COLEGIO ANTU;Metropolitana de Santiago;LA CISTERNA;Municipal;275;MEDIO-BAJO
9733;ESCUELA BASICA CLARA  ESTRELLA;Metropolitana de Santiago;LO ESPEJO;Municipal;269;MEDIO-BAJO
9734;ESCUELA  RAUL SAEZ SAEZ;Metropolitana de Santiago;LO ESPEJO;Municipal;134;INSUFICIENTE
9736;ESCUELA BASICA BERNARDO O´HIGGINS;Metropolitana de Santiago;LO ESPEJO;Municipal;289;INSUFICIENTE
9738;COLEGIO PARQUE LAS AMERICAS;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;Municipal;338;MEDIO-BAJO
9740;ESCUELA BASICA REPUBLICA DE LAS FILIPINAS;Metropolitana de Santiago;LO ESPEJO;Municipal;162;INSUFICIENTE
9741;ESCUELA BASICA COEDUCACIONAL;Metropolitana de Santiago;LO ESPEJO;Municipal;281;INSUFICIENTE
9743;LICEO ELENA CAFFARENA MORICE;Metropolitana de Santiago;EL BOSQUE;Municipal;18;SIN CATEGORIA: BAJA MATRICULA
9750;COLEGIO SOFIA;Metropolitana de Santiago;LO ESPEJO;P. Subvencionado;422;MEDIO-BAJO
9757;CENTRO EDUCACIONAL SANTA CLARA;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;625;MEDIO
9758;COLEGIO SANTA ISABEL DE HUNGRIA;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;714;MEDIO
9759;LICEO LAURA VICUNA;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;356;MEDIO-BAJO
9766;COLEGIO SANTA MARIA DE LOS ANGELES;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;355;MEDIO
9767;LICEO MADRE CECILIA LAZZERI;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;675;MEDIO
9768;ESCUELA Y LICEO LIAHONA;Metropolitana de Santiago;EL BOSQUE;P. Subvencionado;906;MEDIO
9771;CHILEAN EAGLES COLLEGE N.3;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;302;MEDIO-BAJO
9778;COLEGIO PARTICULAR JOSE ABELARDO NUNEZ;Metropolitana de Santiago;EL BOSQUE;P. Subvencionado;1017;MEDIO
9780;COLEGIO TENIENTE DAGOBERTO GODOY;Metropolitana de Santiago;EL BOSQUE;P. Subvencionado;1145;MEDIO-BAJO
9786;ROSA MARCKMANN DE GONZALEZ;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;509;MEDIO
9788;ESCUELA PARTICULAR GRACIELA L.DE IBANEZ;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;410;INSUFICIENTE
9789;ESCUELA PARTICULAR PABLO GOYENECHE IVER;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;149;INSUFICIENTE
9791;ESCUELA PARTICULAR CHILDREN`S COLLEGE;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;46;ALTO
9796;ESC. PART.ADVENTISTA BUENAVENTURA;Metropolitana de Santiago;LO ESPEJO;P. Subvencionado;467;MEDIO
9797;COLEGIO ADVENTISTA LA CISTERNA;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;325;MEDIO
9799;COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ;Metropolitana de Santiago;PEDRO AGUIRRE CERDA;P. Subvencionado;1294;MEDIO
9800;ESCUELA BAS. ROSA ELVIRA MATTE DE PRIETO;Metropolitana de Santiago;LO ESPEJO;P. Subvencionado;713;ALTO
9801;COLEGIO POLIV. SAINT ORLAND;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;361;MEDIO
9803;ESCUELA PARTICULAR HISPANO AMERICANO;Metropolitana de Santiago;EL BOSQUE;P. Subvencionado;337;MEDIO
9804;ESCUELA PARTICULAR WALT DISNEY;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;129;MEDIO-BAJO
9805;ESCUELA PARTICULAR CAMPANITA;Metropolitana de Santiago;EL BOSQUE;P. Subvencionado;296;MEDIO
9807;ESCUELA PARTICULAR LOCARNO;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;89;INSUFICIENTE
9808;ESCUELA PARTICULAR GUIA ESTUDIANTIL;Metropolitana de Santiago;LA CISTERNA;P. Subvencionado;256;MEDIO-BAJO
