RBD;Nombre Establecimiento;Región;Comuna;Dependencia;Matrícula Media 2017;Categoría Desempeño 2018
5;JOVINA NARANJO FERNANDEZ;de Arica y Parinacota;ARICA;Municipal;245;MEDIO
8;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;de Arica y Parinacota;ARICA;Municipal;248;MEDIO
9;ESCUELA REPUBLICA DE ISRAEL;de Arica y Parinacota;ARICA;Municipal;1325;MEDIO
10;ESCUELA REPUBLICA DE FRANCIA;de Arica y Parinacota;ARICA;Municipal;134;MEDIO-BAJO
11;ESC. GRAL. PEDRO LAGOS MARCHANT;de Arica y Parinacota;ARICA;Municipal;353;MEDIO
12;ESCUELA GRAL JOSE MIGUEL CARRERA;de Arica y Parinacota;ARICA;Municipal;279;ALTO
13;ESCUELA MANUEL RODRIGUEZ ERDOYZA;de Arica y Parinacota;ARICA;Municipal;231;MEDIO
14;ESCUELA ROMULO J. PENA MATURANA;de Arica y Parinacota;ARICA;Municipal;192;MEDIO-BAJO
15;LICEO ARTISTICO DR. JUAN NOE CREVANI;de Arica y Parinacota;ARICA;Municipal;254;MEDIO-BAJO
16;ESCUELA REGIMIENTO RANCAGUA;de Arica y Parinacota;ARICA;Municipal;227;MEDIO-BAJO
17;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;de Arica y Parinacota;ARICA;Municipal;255;MEDIO
18;ESC. COMTE. JUAN JOSE SAN MARTIN;de Arica y Parinacota;ARICA;Municipal;286;MEDIO-BAJO
19;ESC. HUMBERTO VALENZUELA GARCIA;de Arica y Parinacota;ARICA;Municipal;285;MEDIO
20;ESCUELA TUCAPEL;de Arica y Parinacota;ARICA;Municipal;373;MEDIO
22;ESCUELA GABRIELA MISTRAL;de Arica y Parinacota;ARICA;Municipal;824;MEDIO-BAJO
25;COLEGIO CENTENARIO DE ARICA;de Arica y Parinacota;ARICA;Municipal;422;MEDIO-BAJO
26;ESCUELA REPUBLICA DE ARGENTINA;de Arica y Parinacota;ARICA;Municipal;148;MEDIO
27;ESCUELA ESMERALDA;de Arica y Parinacota;ARICA;Municipal;225;MEDIO
28;ESCUELA RICARDO SILVA ARRIAGADA;de Arica y Parinacota;ARICA;Municipal;287;ALTO
29;ESCUELA AMERICA;de Arica y Parinacota;ARICA;Municipal;435;MEDIO
31;ESCUELA DARIO SALAS DIAZ;de Arica y Parinacota;ARICA;Municipal;342;ALTO
32;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;de Arica y Parinacota;ARICA;Municipal;490;MEDIO
33;ESCUELA CARLOS CONDELL DE LA HAZA;de Arica y Parinacota;ARICA;Municipal;161;ALTO
35;ESCUELA GRAL. MANUEL BAQUEDANO;de Arica y Parinacota;ARICA;Municipal;80;MEDIO
36;ESCUELA IGNACIO CARRERA PINTO;de Arica y Parinacota;ARICA;Municipal;245;MEDIO
38;ESCUELA ESPAÑA;de Arica y Parinacota;ARICA;Municipal;436;ALTO
39;ESCUELA PAMPA ALGODONAL;de Arica y Parinacota;ARICA;Municipal;65;INSUFICIENTE
41;ESCUELA VALLE DE CHACA;de Arica y Parinacota;ARICA;Municipal;27;SIN CATEGORIA: BAJA MATRICULA
42;ESCUELA MOLINOS LLUTA;de Arica y Parinacota;ARICA;Municipal;20;SIN CATEGORIA: BAJA MATRICULA
45;COLEGIO ITALIANO SANTA ANA;de Arica y Parinacota;ARICA;P. Subvencionado;554;MEDIO
50;COLEGIO ADVENTISTA DE ARICA;de Arica y Parinacota;ARICA;P. Subvencionado;405;ALTO
52;LICEO DOMINGO SANTA MARIA;de Arica y Parinacota;ARICA;P. Subvencionado;1792;ALTO
56;COLEGIO SAN MARCOS DE ARICA;de Arica y Parinacota;ARICA;P. Subvencionado;606;MEDIO
59;COLEGIO SAN JORGE;de Arica y Parinacota;ARICA;P. Pagado;330;MEDIO
60;COLEGIO ALEMAN DE ARICA;de Arica y Parinacota;ARICA;P. Subvencionado;507;MEDIO
67;ABRAHAM LINCOLN SCHOOL;de Arica y Parinacota;ARICA;P. Subvencionado;436;MEDIO
69;JUNIOR COLLEGE;de Arica y Parinacota;ARICA;P. Pagado;470;ALTO
70;ESCUELA VALLE DE ESQUINA;de Arica y Parinacota;CAMARONES;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
72;LICEO  VALLE DE CODPA;de Arica y Parinacota;CAMARONES;Municipal;32;SIN CATEGORIA: BAJA MATRICULA
73;ESCUELA VALLE DE COBIJA;de Arica y Parinacota;CAMARONES;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
74;ESCUELA VALLE DE CAMARONES;de Arica y Parinacota;CAMARONES;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
75;ESCUELA VALLE DE GUANACAGUA;de Arica y Parinacota;CAMARONES;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
76;ESCUELA VALLE DE CUYA;de Arica y Parinacota;CAMARONES;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
78;LICEO GRANADEROS;de Arica y Parinacota;PUTRE;Municipal;147;MEDIO-BAJO
79;ESCUELA EL MARQUEZ;de Arica y Parinacota;PUTRE;Municipal;24;SIN CATEGORIA: BAJA MATRICULA
81;ESCUELA PAYACHATAS;de Arica y Parinacota;PUTRE;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
82;ESCUELA SAN FRANCISCO DE ASIS;de Arica y Parinacota;PUTRE;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
83;ESCUELA COTA COTANI;de Arica y Parinacota;PUTRE;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
84;ESCUELA LOS ALAMOS;de Arica y Parinacota;PUTRE;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
86;ESCUELA SAN SANTIAGO DE BELEN;de Arica y Parinacota;PUTRE;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
87;ESCUELA ANCOLACANE;de Arica y Parinacota;GENERAL LAGOS;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
88;ESCUELA ALCERRECA;de Arica y Parinacota;GENERAL LAGOS;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
90;ESCUELA INTERNADO VISVIRI;de Arica y Parinacota;GENERAL LAGOS;Municipal;26;SIN CATEGORIA: BAJA MATRICULA
91;ESCUELA COSAPILLA;de Arica y Parinacota;GENERAL LAGOS;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
92;ESCUELA CHISLLUMA;de Arica y Parinacota;GENERAL LAGOS;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
93;ESCUELA CHUJLLUTA;de Arica y Parinacota;GENERAL LAGOS;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
94;ESCUELA GUACOYO;de Arica y Parinacota;GENERAL LAGOS;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
95;ESCUELA COLPITAS;de Arica y Parinacota;GENERAL LAGOS;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
103;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;de Tarapacá;IQUIQUE;Municipal;367;MEDIO-BAJO
110;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;de Tarapacá;IQUIQUE;Municipal;544;MEDIO-BAJO
111;ESCUELA GABRIELA MISTRAL;de Tarapacá;IQUIQUE;Municipal;472;MEDIO-BAJO
112;ESCUELA EDUARDO LLANOS;de Tarapacá;IQUIQUE;Municipal;547;MEDIO-BAJO
113;ESCUELA ALMIRANTE PATRICIO LYNCH;de Tarapacá;IQUIQUE;Municipal;767;INSUFICIENTE
114;ESCUELA PLACIDO VILLARROEL;de Tarapacá;IQUIQUE;Municipal;449;MEDIO-BAJO
116;COLEGIO REPUBLICA DE CROACIA;de Tarapacá;IQUIQUE;Municipal;485;MEDIO-BAJO
117;ESCUELA PAULA JARAQUEMADA ALQUIZAR;de Tarapacá;IQUIQUE;Municipal;405;MEDIO
119;ESCUELA CENTENARIO;de Tarapacá;IQUIQUE;Municipal;362;INSUFICIENTE
122;ESCUELA THILDA PORTILLO OLIVARES;de Tarapacá;IQUIQUE;Municipal;292;INSUFICIENTE
123;COLEGIO ESPANA;de Tarapacá;IQUIQUE;Municipal;327;INSUFICIENTE
125;ESCUELA PROFESOR MANUEL CASTRO RAMOS;de Tarapacá;IQUIQUE;Municipal;739;MEDIO-BAJO
126;COLEGIO REPUBLICA DE ITALIA;de Tarapacá;IQUIQUE;Municipal;534;INSUFICIENTE
127;LICEO MARIA AUXILIADORA;de Tarapacá;IQUIQUE;P. Subvencionado;630;MEDIO
129;LICEO SUPERIOR GABRIELA MISTRAL;de Tarapacá;IQUIQUE;P. Subvencionado;68;MEDIO-BAJO
130;COLEGIO NORTH COLLEGE;de Tarapacá;IQUIQUE;P. Subvencionado;276;MEDIO
131;LICEO PARTICULAR MIXTO ESCASCE;de Tarapacá;IQUIQUE;P. Subvencionado;178;MEDIO-BAJO
132;LICEO ACADEMIA IQUIQUE;de Tarapacá;IQUIQUE;P. Subvencionado;1039;ALTO
133;COLEGIO ADVENTISTA DE IQUIQUE;de Tarapacá;IQUIQUE;P. Subvencionado;508;MEDIO
134;LICEO ATENEA;de Tarapacá;IQUIQUE;P. Subvencionado;217;INSUFICIENTE
144;COLEGIO IQUIQUE YOUNG SCHOOL;de Tarapacá;IQUIQUE;P. Subvencionado;236;MEDIO-BAJO
154;ESCUELA BASICA FRONTERIZA;de Tarapacá;HUARA;Municipal;25;SIN CATEGORIA: BAJA MATRICULA
156;ESCUELA PISAGUA;de Tarapacá;HUARA;Municipal;52;MEDIO
158;ESCUELA CHIAPA;de Tarapacá;HUARA;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
159;ESCUELA JAINA;de Tarapacá;HUARA;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
160;ESCUELA PACHICA;de Tarapacá;HUARA;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
161;LICEO DE HUARA;de Tarapacá;HUARA;Municipal;185;INSUFICIENTE
162;ESCUELA SIBAYA;de Tarapacá;HUARA;Municipal;42;MEDIO
165;ESCUELA CHUSMIZA;de Tarapacá;HUARA;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
167;ESCUELA CAMINA;de Tarapacá;CAMINA;Municipal;81;ALTO
168;ESCUELA CUISAMA;de Tarapacá;CAMINA;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
169;ESCUELA QUISTAGAMA;de Tarapacá;CAMINA;Municipal;13;SIN CATEGORIA: BAJA MATRICULA
170;ESCUELA NAMA;de Tarapacá;CAMINA;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
171;ESCUELA APAMILCA;de Tarapacá;CAMINA;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
172;ESCUELA CHAPIQUILTA;de Tarapacá;CAMINA;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
173;ESCUELA MOQUELLA;de Tarapacá;CAMINA;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
174;ESCUELA FRANCIA;de Tarapacá;CAMINA;Municipal;14;SIN CATEGORIA: BAJA MATRICULA
175;ESCUELA YALA YALA;de Tarapacá;CAMINA;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
177;ESCUELA BASICA CARIQUIMA;de Tarapacá;COLCHANE;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
178;LICEO TECNICO PROFESIONAL COLCHANE;de Tarapacá;COLCHANE;Municipal;80;MEDIO-BAJO
179;ESCUELA BASICA MAUQUE;de Tarapacá;COLCHANE;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
185;ESCUELA BASICA PISIGA-CHOQUE;de Tarapacá;COLCHANE;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
186;ESCUELA BASICA ENQUELGA;de Tarapacá;COLCHANE;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
187;ESCUELA VERTIENTE DEL SABER;de Tarapacá;PICA;Municipal;243;MEDIO-BAJO
188;ESC. MATILLA DE NUEVA EXTREMADURA;de Tarapacá;PICA;Municipal;137;MEDIO-BAJO
192;ESCUELA BASICA MAMINA;de Tarapacá;POZO ALMONTE;Municipal;34;SIN CATEGORIA: BAJA MATRICULA
193;ESCUELA BASICA POZO ALMONTE;de Tarapacá;POZO ALMONTE;Municipal;497;MEDIO-BAJO
195;ESCUELA BASICA LA TIRANA;de Tarapacá;POZO ALMONTE;Municipal;183;MEDIO
196;ESCUELA BASICA HUATACONDO;de Tarapacá;POZO ALMONTE;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
198;ESCUELA BASICA LA HUAYCA;de Tarapacá;POZO ALMONTE;Municipal;79;MEDIO-BAJO
201;ESCUELA CARLOS CONDELL DE LA HAZA;de Antofagasta;TOCOPILLA;Municipal;467;MEDIO-BAJO
203;ESCUELA PABLO NERUDA;de Antofagasta;TOCOPILLA;Municipal;531;MEDIO-BAJO
204;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;de Antofagasta;TOCOPILLA;Municipal;372;MEDIO
205;ESCUELA ARTURO PRAT CHACON;de Antofagasta;TOCOPILLA;Municipal;440;INSUFICIENTE
206;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;de Antofagasta;TOCOPILLA;Municipal;346;MEDIO-BAJO
208;COLEGIO SAGRADA FAMILIA;de Antofagasta;TOCOPILLA;P. Subvencionado;646;MEDIO
210;ESCUELA ARTURO PEREZ CANTO;de Antofagasta;MARIA ELENA;Municipal;580;MEDIO-BAJO
214;ESCUELA IGNACIO CARRERA PINTO;de Antofagasta;MARIA ELENA;Municipal;15;SIN CATEGORIA: BAJA MATRICULA
223;ESCUELA CLAUDIO ARRAU;de Antofagasta;CALAMA;Municipal;636;INSUFICIENTE
224;ESCUELA GRECIA;de Antofagasta;CALAMA;Municipal;934;MEDIO
225;ESCUELA REPUBLICA DE BOLIVIA;de Antofagasta;CALAMA;Municipal;1054;MEDIO
226;ESCUELA BASICA EMILIO SOTOMAYOR;de Antofagasta;CALAMA;Municipal;944;MEDIO
227;ESCUELA BASICA PRESIDENTE BALMACEDA;de Antofagasta;CALAMA;Municipal;1452;MEDIO-BAJO
228;ESCUELA BASICA VADO DE TOPATER;de Antofagasta;CALAMA;Municipal;543;MEDIO-BAJO
229;ESCUELA REPUBLICA DE CHILE;de Antofagasta;CALAMA;Municipal;570;MEDIO-BAJO
230;ESCUELA BASICA ANDRES BELLO;de Antofagasta;CALAMA;Municipal;584;MEDIO-BAJO
231;ESCUELA BASICA JOHN FITZGERALD KENNEDY;de Antofagasta;CALAMA;Municipal;674;MEDIO
232;ESCUELA BASICA PEDRO VERGARA KELLER;de Antofagasta;CALAMA;Municipal;591;MEDIO-BAJO
239;ESCUELA BASICA 21 DE MAYO;de Antofagasta;CALAMA;Municipal;632;MEDIO-BAJO
240;ESCUELA BASICA REPUBLICA DE FRANCIA;de Antofagasta;CALAMA;Municipal;603;MEDIO
243;ESCUELA BASICA PUKARA;de Antofagasta;CALAMA;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
246;ESCUELA BASICA SENORA DE LA CANDELARIA;de Antofagasta;CALAMA;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
248;ESCUELA BASICA SAN JOSE;de Antofagasta;CALAMA;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
252;ESCUELA BASICA SAN FRANCISCO;de Antofagasta;CALAMA;Municipal;84;MEDIO-BAJO
253;COLEGIO ADVENTISTA DE CALAMA;de Antofagasta;CALAMA;P. Subvencionado;605;ALTO
254;FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA;de Antofagasta;CALAMA;P. Subvencionado;747;MEDIO
255;COLEGIO  EJERCITO DE SALVACION;de Antofagasta;CALAMA;P. Subvencionado;712;MEDIO-BAJO
256;INSTITUTO OBISPO SILVA LEZAETA;de Antofagasta;CALAMA;P. Subvencionado;1166;MEDIO
257;COLEGIO CHUQUICAMATA;de Antofagasta;CALAMA;P. Pagado;707;MEDIO
268;ESC. BASICA RURAL SAN ANTONIO DE PADUA;de Antofagasta;OLLAGUE;Municipal;33;SIN CATEGORIA: BAJA MATRICULA
269;ESCUELA BASICA SAN PEDRO DE ATACAMA;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;639;MEDIO
270;COMPLEJO EDUCACIONAL TOCONAO;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;145;MEDIO
271;ESCUELA BASICA CAMAR;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
273;ESCUELA BASICA SOLOR;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;28;MEDIO
274;ESCUELA BASICA SAN ROQUE;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;20;SIN CATEGORIA: BAJA MATRICULA
275;ESCUELA BASICA ANDINA;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
276;ESCUELA BASICA TALABRE;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
277;ESCUELA BASICA SAN BARTOLOME;de Antofagasta;SAN PEDRO DE ATACAMA;Municipal;23;SIN CATEGORIA: BAJA MATRICULA
284;LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA;de Antofagasta;ANTOFAGASTA;Municipal;425;INSUFICIENTE
285;LICEO MARTA NAREA DIAZ;de Antofagasta;ANTOFAGASTA;Municipal;444;MEDIO-BAJO
288;ESCUELA JAPON;de Antofagasta;ANTOFAGASTA;Municipal;1233;MEDIO
289;ESCUELA ESPANA;de Antofagasta;ANTOFAGASTA;Municipal;478;MEDIO-BAJO
291;ESCUELA PADRE GUSTAVO LE PAIGE WALQUE;de Antofagasta;ANTOFAGASTA;Municipal;1140;MEDIO
292;ESCUELA REPUBLICA DE ITALIA;de Antofagasta;ANTOFAGASTA;Municipal;576;INSUFICIENTE
293;ESCUELA JOSE PAPIC RADNIC;de Antofagasta;ANTOFAGASTA;Municipal;1132;INSUFICIENTE
294;ESCUELA PROFESORA LJUBICA DOMIC WUTH;de Antofagasta;ANTOFAGASTA;Municipal;825;MEDIO-BAJO
296;ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS;de Antofagasta;ANTOFAGASTA;Municipal;570;INSUFICIENTE
297;ESCUELA ALCALDE MAXIMILIANO POBLETE;de Antofagasta;ANTOFAGASTA;Municipal;506;INSUFICIENTE
298;ESCUELA DARIO SALAS DIAZ;de Antofagasta;ANTOFAGASTA;Municipal;593;INSUFICIENTE
301;ESCUELA ROMULO J. PENA MATURANA;de Antofagasta;ANTOFAGASTA;Municipal;508;INSUFICIENTE
302;ESCUELA JUAN LOPEZ;de Antofagasta;ANTOFAGASTA;Municipal;405;INSUFICIENTE
303;ESCUELA REPUBLICA ARGENTINA;de Antofagasta;ANTOFAGASTA;Municipal;372;MEDIO-BAJO
304;LICEO BICENTENARIO ANDRES SABELLA;de Antofagasta;ANTOFAGASTA;Municipal;811;MEDIO-BAJO
305;ESCUELA HUMBERTO GONZALEZ ECHEGOYEN;de Antofagasta;ANTOFAGASTA;Municipal;1026;MEDIO
306;ESCUELA HUANCHACA;de Antofagasta;ANTOFAGASTA;Municipal;290;MEDIO-BAJO
310;ESCUELA CLAUDIO MATTE PEREZ;de Antofagasta;ANTOFAGASTA;Municipal;474;MEDIO-BAJO
312;ESCUELA ECUADOR;de Antofagasta;ANTOFAGASTA;Municipal;548;MEDIO-BAJO
313;ESCUELA ARTURO PRAT;de Antofagasta;ANTOFAGASTA;Municipal;1001;MEDIO
315;ESCUELA HEROES DE LA CONCEPCION;de Antofagasta;ANTOFAGASTA;Municipal;306;MEDIO-BAJO
316;ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA;de Antofagasta;ANTOFAGASTA;Municipal;358;MEDIO-BAJO
317;ESCUELA LAS ROCAS;de Antofagasta;ANTOFAGASTA;Municipal;911;INSUFICIENTE
318;ESCUELA EDDA CUNEO DONNAGIO;de Antofagasta;ANTOFAGASTA;Municipal;214;MEDIO
319;ESCUELA LA BANDERA;de Antofagasta;ANTOFAGASTA;Municipal;856;MEDIO
320;ESCUELA ARMANDO CARRERA GONZALEZ;de Antofagasta;ANTOFAGASTA;Municipal;531;INSUFICIENTE
322;ESCUELA GENERAL MANUEL BAQUEDANO;de Antofagasta;ANTOFAGASTA;Municipal;450;MEDIO-BAJO
324;ESCUELA FUNDACION MINERA ESCONDIDA;de Antofagasta;ANTOFAGASTA;Municipal;278;MEDIO-BAJO
326;ESCUELA SANTIAGO AMENGUAL B.;de Antofagasta;ANTOFAGASTA;Municipal;401;MEDIO
329;INSTITUTO CIENTÍFICO EDUCACIONAL JOSÉ MAZA SANCHO;de Antofagasta;ANTOFAGASTA;Municipal;366;MEDIO-BAJO
332;ESCUELA GABRIELA MISTRAL;de Antofagasta;ANTOFAGASTA;Municipal;433;MEDIO-BAJO
335;COLEGIO EVANGELICO JOSE LANCASTER;de Antofagasta;ANTOFAGASTA;P. Subvencionado;351;MEDIO-BAJO
336;LICEO EXPERIMENTAL ARTISTICO-APLICACION;de Antofagasta;ANTOFAGASTA;P. Subvencionado;801;MEDIO-BAJO
337;COLEGIO SANTA TERESITA;de Antofagasta;ANTOFAGASTA;P. Subvencionado;660;ALTO
341;COLEGIO PARTICULAR ADVENTISTA;de Antofagasta;ANTOFAGASTA;P. Subvencionado;639;MEDIO
342;COLEGIO INGLES SAN JOSE;de Antofagasta;ANTOFAGASTA;P. Subvencionado;643;MEDIO
343;ESCUELA PRESBITERIANA;de Antofagasta;ANTOFAGASTA;P. Subvencionado;598;MEDIO
344;COLEGIO SANTA EMILIA;de Antofagasta;ANTOFAGASTA;P. Subvencionado;576;MEDIO
350;COLEGIO LIDIA MORENO;de Antofagasta;ANTOFAGASTA;P. Subvencionado;511;MEDIO
354;COL. KID'S SCHOOL;de Antofagasta;ANTOFAGASTA;P. Pagado;24;SIN CATEGORIA: BAJA MATRICULA
355;COLEGIO BINACIONAL CHILENO AMERICANO DE ANTOFAGASTA(EX INS. CHILENO NORTEAMERICANO CULTURA);de Antofagasta;ANTOFAGASTA;P. Pagado;177;MEDIO-BAJO
356;COLEGIO CORAZON DE MARIA;de Antofagasta;ANTOFAGASTA;P. Subvencionado;650;MEDIO
357;COL. SAN LUIS;de Antofagasta;ANTOFAGASTA;P. Pagado;524;ALTO
358;INS. SANTA MARIA;de Antofagasta;ANTOFAGASTA;P. Pagado;279;MEDIO
361;COL. THE ANTOFAGASTA BRITISH SCHOOL;de Antofagasta;ANTOFAGASTA;P. Pagado;451;ALTO
364;COL. ANTOFAGASTA;de Antofagasta;ANTOFAGASTA;P. Pagado;459;MEDIO
365;COLEGIO EAGLE SCHOOL;de Antofagasta;ANTOFAGASTA;P. Subvencionado;480;MEDIO
366;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);de Antofagasta;ANTOFAGASTA;P. Pagado;615;ALTO
367;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;de Antofagasta;MEJILLONES;Municipal;526;INSUFICIENTE
368;ESCUELA BASICA JULIA HERRERA VARAS;de Antofagasta;MEJILLONES;Municipal;644;MEDIO-BAJO
369;ESCUELA LUCILA GODOY ALCAYAGA;de Antofagasta;MEJILLONES;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
370;ESCUELA ESTACION BAQUEDANO;de Antofagasta;SIERRA GORDA;Municipal;131;MEDIO
371;ESCUELA CARACOLES;de Antofagasta;SIERRA GORDA;Municipal;55;MEDIO
374;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;de Antofagasta;TALTAL;Municipal;327;MEDIO
375;ESCUELA VICTOR CARVAJAL MEZA;de Antofagasta;TALTAL;Municipal;445;MEDIO
377;ESCUELA PARANAL;de Antofagasta;TALTAL;Municipal;39;MEDIO
380;ESCUELA BASICA DIEGO PORTALES PALAZUELOS;de Atacama;CHANARAL;Municipal;258;MEDIO-BAJO
381;ESCUELA BASICA PEDRO LUJAN;de Atacama;CHANARAL;Municipal;130;MEDIO
382;ESCUELA BASICA GASPAR CABRALES;de Atacama;CHANARAL;Municipal;285;MEDIO
386;ESCUELA ALIRO LAMAS CASTILLO;de Atacama;DIEGO DE ALMAGRO;Municipal;612;MEDIO
387;ESC. BASICA EMPERATRIZ SEPULVEDA LANDEROS;de Atacama;DIEGO DE ALMAGRO;Municipal;43;SIN CATEGORIA: BAJA MATRICULA
390;ESCUELA COEDUCACIONAL PARTICULAR;de Atacama;DIEGO DE ALMAGRO;P. Subvencionado;600;MEDIO
401;ESCUELA BERNARDO O HIGGINS;de Atacama;COPIAPO;Municipal;702;MEDIO-BAJO
403;ESCUELA LAURA ROBLES SILVA;de Atacama;COPIAPO;Municipal;638;MEDIO-BAJO
405;ESCUELA LOS ESTANDARTES;de Atacama;COPIAPO;Municipal;490;MEDIO-BAJO
406;ESCUELA VICENTE SEPULVEDA ROJO;de Atacama;COPIAPO;Municipal;530;MEDIO-BAJO
407;ESCUELA JESUS FERNANDEZ HIDALGO;de Atacama;COPIAPO;Municipal;388;INSUFICIENTE
408;ESCUELA PEDRO LEON GALLO;de Atacama;COPIAPO;Municipal;962;MEDIO-BAJO
410;ESCUELA JOSE MANSO DE VELASCO;de Atacama;COPIAPO;Municipal;537;MEDIO-BAJO
411;ESCUELA LAS CANTERAS;de Atacama;COPIAPO;Municipal;499;MEDIO-BAJO
413;ESCUELA LAS BRISAS;de Atacama;COPIAPO;Municipal;247;INSUFICIENTE
415;LICEO DE MUSICA;de Atacama;COPIAPO;Municipal;724;MEDIO
416;ESCUELA ABRAHAM SEPULVEDA PIZARRO;de Atacama;COPIAPO;Municipal;569;MEDIO-BAJO
417;COLEGIO BUEN PASTOR;de Atacama;COPIAPO;Municipal;658;MEDIO-BAJO
418;ESCUELA ISABEL PENA MORALES;de Atacama;COPIAPO;Municipal;960;MEDIO
419;ESCUELA HERNAN MARQUEZ HUERTA;de Atacama;COPIAPO;Municipal;805;INSUFICIENTE
420;ESCUELA FUNDICION PAIPOTE;de Atacama;COPIAPO;Municipal;283;INSUFICIENTE
421;ESCUELA BRUNO ZAVALA FREDES;de Atacama;COPIAPO;Municipal;896;MEDIO
423;ESCUELA SAN PEDRO;de Atacama;COPIAPO;Municipal;204;MEDIO-BAJO
427;ESCUELA LUIS CRUZ MARTINEZ;de Atacama;COPIAPO;Municipal;330;MEDIO
429;LICEO CATOLICO ATACAMA;de Atacama;COPIAPO;P. Subvencionado;1206;MEDIO
430;LICEO POLITECNICO BELEN;de Atacama;COPIAPO;P. Subvencionado;660;MEDIO
431;LICEO SAGRADO CORAZON;de Atacama;COPIAPO;P. Subvencionado;588;MEDIO
433;COLEGIO ADVENTISTA DE COPIAPO;de Atacama;COPIAPO;P. Subvencionado;695;MEDIO
434;ESCUELA SAN VICENTE DE PAUL;de Atacama;COPIAPO;P. Subvencionado;657;MEDIO
439;ESCUELA TOTORAL;de Atacama;COPIAPO;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
440;COLEGIO PARROQUIAL PADRE NEGRO;de Atacama;CALDERA;P. Subvencionado;653;MEDIO
441;ESCUELA DE CONCENTRACION;de Atacama;TIERRA AMARILLA;Municipal;172;INSUFICIENTE
442;ESCUELA VICTOR MANUEL SANCHEZ CABANAS;de Atacama;TIERRA AMARILLA;Municipal;412;INSUFICIENTE
444;ESCUELA LUIS URIBE ORREGO;de Atacama;TIERRA AMARILLA;Municipal;358;INSUFICIENTE
445;ESCUELA PAUL HARRIS;de Atacama;TIERRA AMARILLA;Municipal;40;SIN CATEGORIA: BAJA MATRICULA
446;ESCUELA AMOLANAS;de Atacama;TIERRA AMARILLA;Municipal;22;SIN CATEGORIA: BAJA MATRICULA
