RBD;GRADO;CD2018
10465;Basica;MEDIO
10470;Basica;MEDIO
10472;Basica;MEDIO
10473;Basica;MEDIO-BAJO
10474;Basica;MEDIO-BAJO
10475;Basica;MEDIO
10476;Basica;MEDIO
10478;Basica;MEDIO
10479;Basica;MEDIO
10482;Basica;MEDIO
10484;Basica;MEDIO
10487;Basica;MEDIO
10488;Basica;INSUFICIENTE
10489;Basica;MEDIO
10491;Basica;MEDIO
10492;Basica;MEDIO
10493;Basica;MEDIO
10495;Basica;MEDIO-BAJO
10497;Basica;MEDIO
10500;Basica;MEDIO
10501;Basica;MEDIO-BAJO
10502;Basica;MEDIO-BAJO
10503;Basica;MEDIO
10505;Basica;MEDIO
10506;Basica;INSUFICIENTE
10512;Basica;MEDIO
10513;Basica;MEDIO-BAJO
10515;Basica;MEDIO
10516;Basica;MEDIO-BAJO
10519;Basica;MEDIO
10520;Basica;MEDIO-BAJO
10522;Basica;MEDIO
10524;Basica;MEDIO
10527;Basica;MEDIO
10528;Basica;MEDIO-BAJO
10529;Basica;MEDIO-BAJO
10530;Basica;MEDIO
10532;Basica;SIN CATEGORIA: BAJA MATRICULA
10536;Basica;MEDIO-BAJO
10537;Basica;MEDIO
10538;Basica;SIN CATEGORIA: BAJA MATRICULA
10540;Basica;MEDIO
10542;Basica;INSUFICIENTE
10546;Basica;MEDIO-BAJO
10547;Basica;MEDIO-BAJO
10548;Basica;MEDIO-BAJO
10550;Basica;INSUFICIENTE
10551;Basica;SIN CATEGORIA: BAJA MATRICULA
10553;Basica;INSUFICIENTE
10554;Basica;MEDIO-BAJO
10555;Basica;MEDIO-BAJO
10556;Basica;MEDIO-BAJO
10557;Basica;MEDIO-BAJO
10558;Basica;INSUFICIENTE
10559;Basica;MEDIO-BAJO
10560;Basica;MEDIO
10561;Basica;MEDIO-BAJO
10563;Basica;MEDIO-BAJO
10564;Basica;MEDIO-BAJO
10565;Basica;INSUFICIENTE
10567;Basica;INSUFICIENTE
10568;Basica;INSUFICIENTE
10569;Basica;MEDIO-BAJO
10570;Basica;MEDIO-BAJO
10571;Basica;MEDIO-BAJO
10574;Basica;MEDIO
10576;Basica;MEDIO-BAJO
10578;Basica;MEDIO-BAJO
10579;Basica;MEDIO
10580;Basica;MEDIO-BAJO
10581;Basica;INSUFICIENTE
10586;Basica;INSUFICIENTE
10588;Basica;MEDIO-BAJO
10589;Basica;MEDIO-BAJO
10590;Basica;MEDIO-BAJO
10592;Basica;MEDIO-BAJO
10594;Basica;MEDIO
10595;Basica;MEDIO
10596;Basica;MEDIO
10600;Basica;MEDIO
10601;Basica;SIN CATEGORIA: FALTA DE INFORMACION
10604;Basica;MEDIO-BAJO
10606;Basica;MEDIO
10607;Basica;MEDIO
10608;Basica;MEDIO
10610;Basica;MEDIO
10611;Basica;MEDIO
10615;Basica;ALTO
10618;Basica;MEDIO
10619;Basica;MEDIO
10621;Basica;MEDIO
10622;Basica;MEDIO-BAJO
10625;Basica;MEDIO-BAJO
10626;Basica;MEDIO-BAJO
10628;Basica;ALTO
10629;Basica;MEDIO
10631;Basica;MEDIO
10632;Basica;MEDIO-BAJO
10635;Basica;MEDIO
10638;Basica;INSUFICIENTE
10640;Basica;INSUFICIENTE
10641;Basica;INSUFICIENTE
10643;Basica;MEDIO-BAJO
10645;Basica;MEDIO-BAJO
10646;Basica;MEDIO
10648;Basica;MEDIO-BAJO
10649;Basica;MEDIO-BAJO
10651;Basica;MEDIO-BAJO
10652;Basica;INSUFICIENTE
10656;Basica;MEDIO
10658;Basica;MEDIO
10662;Basica;ALTO
10665;Basica;MEDIO-BAJO
10666;Basica;MEDIO-BAJO
10667;Basica;MEDIO-BAJO
10668;Basica;MEDIO-BAJO
10669;Basica;MEDIO-BAJO
10671;Basica;MEDIO
10672;Basica;MEDIO
10673;Basica;MEDIO-BAJO
10674;Basica;MEDIO
10675;Basica;INSUFICIENTE
10676;Basica;MEDIO
10677;Basica;MEDIO
10679;Basica;MEDIO
10680;Basica;MEDIO
10685;Basica;ALTO
10686;Basica;INSUFICIENTE
10687;Basica;MEDIO-BAJO
10688;Basica;MEDIO-BAJO
10689;Basica;MEDIO
10692;Basica;MEDIO
10696;Basica;MEDIO-BAJO
10698;Basica;INSUFICIENTE
10699;Basica;MEDIO
10702;Basica;MEDIO-BAJO
10704;Basica;MEDIO-BAJO
10705;Basica;MEDIO
10706;Basica;MEDIO
10710;Basica;MEDIO
10712;Basica;MEDIO-BAJO
10713;Basica;ALTO
10715;Basica;MEDIO-BAJO
10716;Basica;MEDIO
10719;Basica;MEDIO
10721;Basica;MEDIO-BAJO
10722;Basica;MEDIO
10723;Basica;ALTO
10724;Basica;ALTO
10726;Basica;MEDIO
10727;Basica;MEDIO-BAJO
10729;Basica;MEDIO
10730;Basica;MEDIO
10734;Basica;MEDIO
10735;Basica;MEDIO-BAJO
10736;Basica;INSUFICIENTE
10737;Basica;MEDIO-BAJO
10738;Basica;MEDIO
10740;Basica;MEDIO
10741;Basica;MEDIO
10742;Basica;MEDIO
10743;Basica;MEDIO-BAJO
10744;Basica;MEDIO
10747;Basica;MEDIO
10748;Basica;MEDIO
10749;Basica;MEDIO-BAJO
10750;Basica;MEDIO
10752;Basica;MEDIO-BAJO
10753;Basica;MEDIO-BAJO
10754;Basica;INSUFICIENTE
10756;Basica;INSUFICIENTE
10757;Basica;MEDIO-BAJO
10758;Basica;MEDIO-BAJO
10760;Basica;INSUFICIENTE
10763;Basica;MEDIO-BAJO
10764;Basica;MEDIO-BAJO
10765;Basica;SIN CATEGORIA: BAJA MATRICULA
10766;Basica;INSUFICIENTE
10767;Basica;MEDIO
10768;Basica;MEDIO
10769;Basica;MEDIO
10771;Basica;MEDIO
10772;Basica;MEDIO
10773;Basica;MEDIO
10774;Basica;MEDIO-BAJO
10777;Basica;ALTO
10782;Basica;INSUFICIENTE
10783;Basica;MEDIO-BAJO
10784;Basica;MEDIO-BAJO
10785;Basica;ALTO
10786;Basica;MEDIO
10789;Basica;INSUFICIENTE
10790;Basica;MEDIO-BAJO
10791;Basica;MEDIO
10792;Basica;MEDIO
10794;Basica;MEDIO-BAJO
10795;Basica;MEDIO
10796;Basica;MEDIO
10797;Basica;MEDIO
10798;Basica;MEDIO-BAJO
10799;Basica;MEDIO
10800;Basica;SIN CATEGORIA: BAJA MATRICULA
10805;Basica;MEDIO-BAJO
10810;Basica;MEDIO
10816;Basica;ALTO
10818;Basica;MEDIO
10821;Basica;ALTO
10825;Basica;SIN CATEGORIA: BAJA MATRICULA
10827;Basica;MEDIO
10828;Basica;MEDIO
10829;Basica;MEDIO-BAJO
10831;Basica;MEDIO
10832;Basica;ALTO
10833;Basica;MEDIO
10834;Basica;ALTO
10835;Basica;MEDIO-BAJO
10836;Basica;ALTO
10837;Basica;MEDIO
10838;Basica;MEDIO
10839;Basica;MEDIO
10840;Basica;MEDIO
10842;Basica;INSUFICIENTE
10844;Basica;MEDIO-BAJO
10846;Basica;MEDIO
10848;Basica;MEDIO
10849;Basica;SIN CATEGORIA: BAJA MATRICULA
10851;Basica;MEDIO
10852;Basica;MEDIO
10854;Basica;MEDIO
10856;Basica;MEDIO
10858;Basica;MEDIO
10861;Basica;ALTO
10862;Basica;MEDIO
10864;Basica;MEDIO
10865;Basica;MEDIO
10868;Basica;MEDIO
10869;Basica;SIN CATEGORIA: BAJA MATRICULA
10870;Basica;SIN CATEGORIA: BAJA MATRICULA
10871;Basica;SIN CATEGORIA: BAJA MATRICULA
10873;Basica;MEDIO-BAJO
10877;Basica;MEDIO
10878;Basica;SIN CATEGORIA: BAJA MATRICULA
10879;Basica;MEDIO
10880;Basica;MEDIO-BAJO
10881;Basica;MEDIO
10887;Basica;SIN CATEGORIA: BAJA MATRICULA
10892;Basica;MEDIO
10893;Basica;MEDIO
10897;Basica;SIN CATEGORIA: BAJA MATRICULA
10900;Basica;ALTO
10901;Basica;MEDIO
10905;Basica;INSUFICIENTE
10906;Basica;MEDIO
10912;Basica;SIN CATEGORIA: BAJA MATRICULA
10915;Basica;ALTO
10916;Basica;INSUFICIENTE
10962;Basica;MEDIO
10963;Basica;MEDIO
11025;Basica;ALTO
11027;Basica;SIN CATEGORIA: BAJA MATRICULA
11031;Basica;SIN CATEGORIA: BAJA MATRICULA
11032;Basica;MEDIO
11033;Basica;INSUFICIENTE
11035;Basica;ALTO
11036;Basica;SIN CATEGORIA: BAJA MATRICULA
11103;Basica;MEDIO
11105;Basica;MEDIO
11106;Basica;ALTO
11107;Basica;MEDIO
11113;Basica;SIN CATEGORIA: BAJA MATRICULA
11114;Basica;MEDIO
11130;Basica;MEDIO
11133;Basica;MEDIO
11144;Basica;MEDIO
11145;Basica;MEDIO
11147;Basica;SIN CATEGORIA: FALTA DE INFORMACION
11153;Basica;SIN CATEGORIA: BAJA MATRICULA
11154;Basica;SIN CATEGORIA: BAJA MATRICULA
11157;Basica;MEDIO
11176;Basica;ALTO
11177;Basica;MEDIO-BAJO
11194;Basica;SIN CATEGORIA: BAJA MATRICULA
11199;Basica;MEDIO
11200;Basica;SIN CATEGORIA: BAJA MATRICULA
11201;Basica;MEDIO-BAJO
11203;Basica;MEDIO
11206;Basica;SIN CATEGORIA: BAJA MATRICULA
11209;Basica;MEDIO-BAJO
11217;Basica;MEDIO
11220;Basica;MEDIO
11223;Basica;MEDIO
11224;Basica;MEDIO
11237;Basica;MEDIO
11240;Basica;MEDIO
11241;Basica;SIN CATEGORIA: BAJA MATRICULA
11242;Basica;MEDIO
11248;Basica;MEDIO
11256;Basica;MEDIO
11257;Basica;SIN CATEGORIA: BAJA MATRICULA
11261;Basica;MEDIO
11265;Basica;MEDIO
11277;Basica;MEDIO-BAJO
11279;Basica;SIN CATEGORIA: BAJA MATRICULA
11283;Basica;MEDIO
11291;Basica;MEDIO
11323;Basica;MEDIO
11333;Basica;SIN CATEGORIA: BAJA MATRICULA
11334;Basica;SIN CATEGORIA: BAJA MATRICULA
11336;Basica;MEDIO
11339;Basica;ALTO
11342;Basica;MEDIO
11343;Basica;MEDIO
11348;Basica;MEDIO
11352;Basica;SIN CATEGORIA: BAJA MATRICULA
11388;Basica;MEDIO
11394;Basica;ALTO
11395;Basica;SIN CATEGORIA: BAJA MATRICULA
11397;Basica;MEDIO
11398;Basica;MEDIO
11399;Basica;SIN CATEGORIA: BAJA MATRICULA
11404;Basica;SIN CATEGORIA: BAJA MATRICULA
11405;Basica;MEDIO
11407;Basica;ALTO
11408;Basica;MEDIO-BAJO
11414;Basica;INSUFICIENTE
11415;Basica;SIN CATEGORIA: BAJA MATRICULA
11418;Basica;SIN CATEGORIA: BAJA MATRICULA
11419;Basica;SIN CATEGORIA: BAJA MATRICULA
11420;Basica;MEDIO
11425;Basica;SIN CATEGORIA: BAJA MATRICULA
11429;Basica;INSUFICIENTE
11430;Basica;MEDIO
11462;Basica;ALTO
11465;Basica;INSUFICIENTE
11467;Basica;MEDIO
11471;Basica;MEDIO
11472;Basica;MEDIO-BAJO
11473;Basica;SIN CATEGORIA: BAJA MATRICULA
11498;Basica;MEDIO
11501;Basica;SIN CATEGORIA: BAJA MATRICULA
11509;Basica;MEDIO
11522;Basica;SIN CATEGORIA: BAJA MATRICULA
11526;Basica;MEDIO
11528;Basica;SIN CATEGORIA: BAJA MATRICULA
11532;Basica;SIN CATEGORIA: FALTA DE INFORMACION
11539;Basica;SIN CATEGORIA: BAJA MATRICULA
11540;Basica;SIN CATEGORIA: BAJA MATRICULA
11542;Basica;SIN CATEGORIA: BAJA MATRICULA
11543;Basica;SIN CATEGORIA: BAJA MATRICULA
11544;Basica;MEDIO
11547;Basica;SIN CATEGORIA: BAJA MATRICULA
11548;Basica;MEDIO
11553;Basica;SIN CATEGORIA: BAJA MATRICULA
11575;Basica;SIN CATEGORIA: BAJA MATRICULA
11578;Basica;SIN CATEGORIA: BAJA MATRICULA
11581;Basica;SIN CATEGORIA: BAJA MATRICULA
11582;Basica;SIN CATEGORIA: BAJA MATRICULA
11590;Basica;SIN CATEGORIA: BAJA MATRICULA
11593;Basica;SIN CATEGORIA: BAJA MATRICULA
11594;Basica;MEDIO-BAJO
11609;Basica;SIN CATEGORIA: BAJA MATRICULA
11612;Basica;MEDIO
11674;Basica;INSUFICIENTE
11676;Basica;SIN CATEGORIA: BAJA MATRICULA
11677;Basica;MEDIO
11678;Basica;MEDIO
11680;Basica;MEDIO
11681;Basica;MEDIO
11687;Basica;MEDIO
11704;Basica;MEDIO-BAJO
11705;Basica;MEDIO
11706;Basica;MEDIO-BAJO
11707;Basica;MEDIO
11708;Basica;MEDIO
11709;Basica;MEDIO
11711;Basica;MEDIO
11712;Basica;MEDIO
11714;Basica;MEDIO
11715;Basica;ALTO
11716;Basica;MEDIO-BAJO
11718;Basica;MEDIO
11719;Basica;MEDIO
11739;Basica;MEDIO-BAJO
11741;Basica;MEDIO-BAJO
11743;Basica;MEDIO-BAJO
11744;Basica;MEDIO
11746;Basica;MEDIO-BAJO
11761;Basica;MEDIO
11776;Basica;ALTO
11789;Basica;MEDIO
11792;Basica;MEDIO
11793;Basica;MEDIO-BAJO
11795;Basica;INSUFICIENTE
11797;Basica;MEDIO-BAJO
11805;Basica;MEDIO
11806;Basica;INSUFICIENTE
11809;Basica;MEDIO
11812;Basica;MEDIO
11813;Basica;MEDIO
11818;Basica;MEDIO
11830;Basica;MEDIO-BAJO
11835;Basica;MEDIO
11837;Basica;MEDIO-BAJO
11838;Basica;MEDIO-BAJO
11843;Basica;MEDIO
11845;Basica;MEDIO
11851;Basica;MEDIO-BAJO
11853;Basica;MEDIO-BAJO
11854;Basica;MEDIO
11867;Basica;MEDIO
11870;Basica;MEDIO-BAJO
11871;Basica;ALTO
11886;Basica;MEDIO
11906;Basica;MEDIO
11909;Basica;MEDIO-BAJO
11914;Basica;MEDIO-BAJO
11926;Basica;MEDIO-BAJO
11928;Basica;MEDIO-BAJO
11931;Basica;MEDIO-BAJO
11936;Basica;MEDIO-BAJO
11942;Basica;MEDIO
11947;Basica;MEDIO
11949;Basica;MEDIO
11952;Basica;MEDIO-BAJO
11956;Basica;SIN CATEGORIA: BAJA MATRICULA
11962;Basica;ALTO
11965;Basica;ALTO
11968;Basica;ALTO
11971;Basica;MEDIO
11977;Basica;MEDIO
11979;Basica;MEDIO-BAJO
11993;Basica;MEDIO
11994;Basica;MEDIO-BAJO
11997;Basica;MEDIO-BAJO
11998;Basica;INSUFICIENTE
12001;Basica;MEDIO-BAJO
12002;Basica;MEDIO
12008;Basica;ALTO
12015;Basica;MEDIO
12018;Basica;SIN CATEGORIA: BAJA MATRICULA
12020;Basica;INSUFICIENTE
12022;Basica;MEDIO
12023;Basica;MEDIO
12024;Basica;MEDIO
12025;Basica;ALTO
12027;Basica;ALTO
12031;Basica;MEDIO
12032;Basica;ALTO
12036;Basica;ALTO
12037;Basica;MEDIO
12046;Basica;MEDIO
12058;Basica;MEDIO
12063;Basica;ALTO
12064;Basica;SIN CATEGORIA: BAJA MATRICULA
12065;Basica;SIN CATEGORIA: BAJA MATRICULA
12076;Basica;MEDIO-BAJO
12077;Basica;MEDIO
12079;Basica;INSUFICIENTE
12083;Basica;MEDIO-BAJO
12085;Basica;MEDIO
12086;Basica;ALTO
12087;Basica;MEDIO
12090;Basica;MEDIO
12094;Basica;MEDIO-BAJO
12095;Basica;MEDIO
12105;Basica;INSUFICIENTE
12111;Basica;MEDIO
12113;Basica;MEDIO-BAJO
12115;Basica;MEDIO-BAJO
12118;Basica;MEDIO
12121;Basica;SIN CATEGORIA: BAJA MATRICULA
12122;Basica;MEDIO
12130;Basica;MEDIO
12133;Basica;ALTO
12161;Basica;MEDIO-BAJO
12167;Basica;INSUFICIENTE
12171;Basica;MEDIO-BAJO
12175;Basica;MEDIO-BAJO
12182;Basica;MEDIO
12183;Basica;MEDIO
12184;Basica;SIN CATEGORIA: BAJA MATRICULA
12185;Basica;MEDIO
12188;Basica;ALTO
12191;Basica;SIN CATEGORIA: BAJA MATRICULA
12193;Basica;SIN CATEGORIA: BAJA MATRICULA
12225;Basica;MEDIO
12226;Basica;MEDIO-BAJO
12237;Basica;MEDIO-BAJO
12241;Basica;MEDIO
12242;Basica;INSUFICIENTE
12243;Basica;MEDIO-BAJO
12244;Basica;MEDIO
12251;Basica;INSUFICIENTE
12255;Basica;MEDIO-BAJO
12258;Basica;SIN CATEGORIA: BAJA MATRICULA
12265;Basica;ALTO
12266;Basica;MEDIO-BAJO
12295;Basica;ALTO
12299;Basica;SIN CATEGORIA: BAJA MATRICULA
12301;Basica;MEDIO
12302;Basica;MEDIO-BAJO
12305;Basica;MEDIO
12309;Basica;MEDIO
12312;Basica;ALTO
12314;Basica;MEDIO-BAJO
12323;Basica;MEDIO
12328;Basica;MEDIO-BAJO
12330;Basica;MEDIO-BAJO
12368;Basica;SIN CATEGORIA: FALTA DE INFORMACION
12501;Basica;MEDIO
12502;Basica;ALTO
12504;Basica;MEDIO
12505;Basica;MEDIO
12509;Basica;MEDIO
12515;Basica;MEDIO-BAJO
12518;Basica;MEDIO
12534;Basica;MEDIO
12538;Basica;INSUFICIENTE
12539;Basica;MEDIO-BAJO
12542;Basica;MEDIO
12547;Basica;MEDIO
12550;Basica;MEDIO
12552;Basica;SIN CATEGORIA: BAJA MATRICULA
12554;Basica;SIN CATEGORIA: BAJA MATRICULA
12562;Basica;SIN CATEGORIA: BAJA MATRICULA
12566;Basica;MEDIO
12567;Basica;ALTO
12570;Basica;ALTO
12573;Basica;MEDIO
12579;Basica;MEDIO-BAJO
12587;Basica;ALTO
12588;Basica;MEDIO-BAJO
12590;Basica;MEDIO
12591;Basica;MEDIO
12594;Basica;MEDIO
12602;Basica;MEDIO
12603;Basica;ALTO
12604;Basica;MEDIO
12605;Basica;MEDIO
12617;Basica;MEDIO-BAJO
12623;Basica;INSUFICIENTE
12630;Basica;MEDIO
12631;Basica;MEDIO
12632;Basica;MEDIO-BAJO
12634;Basica;MEDIO-BAJO
12636;Basica;MEDIO
12638;Basica;ALTO
12646;Basica;MEDIO
12649;Basica;MEDIO
12652;Basica;MEDIO-BAJO
12655;Basica;MEDIO
12657;Basica;MEDIO
12658;Basica;SIN CATEGORIA: BAJA MATRICULA
12659;Basica;INSUFICIENTE
12664;Basica;SIN CATEGORIA: BAJA MATRICULA
12667;Basica;ALTO
12669;Basica;MEDIO
12672;Basica;MEDIO
12682;Basica;ALTO
12683;Basica;INSUFICIENTE
12686;Basica;MEDIO-BAJO
12688;Basica;MEDIO-BAJO
12693;Basica;ALTO
12694;Basica;MEDIO
12709;Basica;INSUFICIENTE
12710;Basica;ALTO
12711;Basica;INSUFICIENTE
12712;Basica;MEDIO
12713;Basica;ALTO
12715;Basica;MEDIO
12716;Basica;MEDIO
12719;Basica;INSUFICIENTE
12720;Basica;MEDIO-BAJO
12726;Basica;MEDIO-BAJO
12728;Basica;MEDIO
12735;Basica;MEDIO-BAJO
12736;Basica;MEDIO
12747;Basica;MEDIO
12749;Basica;MEDIO-BAJO
12761;Basica;MEDIO-BAJO
12762;Basica;MEDIO-BAJO
12767;Basica;SIN CATEGORIA: FALTA DE INFORMACION
12772;Basica;MEDIO
12775;Basica;MEDIO-BAJO
12777;Basica;INSUFICIENTE
12779;Basica;SIN CATEGORIA: FALTA DE INFORMACION
12781;Basica;ALTO
12800;Basica;MEDIO
12802;Basica;MEDIO
12810;Basica;MEDIO
12823;Basica;MEDIO
12824;Basica;MEDIO-BAJO
12829;Basica;ALTO
12832;Basica;ALTO
12836;Basica;MEDIO
12837;Basica;MEDIO
12838;Basica;MEDIO
12840;Basica;MEDIO-BAJO
12846;Basica;ALTO
12851;Basica;ALTO
12853;Basica;MEDIO
12860;Basica;MEDIO
12864;Basica;MEDIO
12867;Basica;MEDIO
12868;Basica;MEDIO
12871;Basica;ALTO
12872;Basica;MEDIO
12876;Basica;MEDIO
12878;Basica;INSUFICIENTE
12884;Basica;ALTO
12885;Basica;MEDIO
12891;Basica;MEDIO
12935;Basica;MEDIO-BAJO
12941;Basica;MEDIO
12942;Basica;MEDIO-BAJO
12944;Basica;INSUFICIENTE
12945;Basica;MEDIO
12955;Basica;MEDIO
12958;Basica;MEDIO
12962;Basica;MEDIO-BAJO
12963;Basica;MEDIO
12966;Basica;MEDIO
12970;Basica;MEDIO
12974;Basica;MEDIO-BAJO
12977;Basica;MEDIO
12980;Basica;SIN CATEGORIA: FALTA DE INFORMACION
13103;Basica;MEDIO
13104;Basica;INSUFICIENTE
13112;Basica;MEDIO
13116;Basica;SIN CATEGORIA: BAJA MATRICULA
13117;Basica;ALTO
13118;Basica;INSUFICIENTE
13121;Basica;ALTO
13124;Basica;MEDIO
13125;Basica;ALTO
13128;Basica;SIN CATEGORIA: BAJA MATRICULA
13133;Basica;INSUFICIENTE
13134;Basica;MEDIO
13135;Basica;MEDIO-BAJO
13138;Basica;INSUFICIENTE
13143;Basica;MEDIO
13149;Basica;MEDIO
13154;Basica;MEDIO-BAJO
13163;Basica;MEDIO-BAJO
13167;Basica;MEDIO-BAJO
13170;Basica;MEDIO
13171;Basica;ALTO
13177;Basica;MEDIO-BAJO
13178;Basica;MEDIO
13181;Basica;MEDIO
13188;Basica;MEDIO
13190;Basica;ALTO
13205;Basica;MEDIO
13216;Basica;ALTO
13219;Basica;MEDIO
13220;Basica;MEDIO-BAJO (NUEVO)
13300;Basica;ALTO
13302;Basica;SIN CATEGORIA: BAJA MATRICULA
13305;Basica;MEDIO
13309;Basica;SIN CATEGORIA: BAJA MATRICULA
13312;Basica;SIN CATEGORIA: BAJA MATRICULA
13313;Basica;MEDIO
13314;Basica;MEDIO
13319;Basica;ALTO
13320;Basica;MEDIO
13324;Basica;MEDIO
13330;Basica;INSUFICIENTE
13332;Basica;MEDIO
13336;Basica;SIN CATEGORIA: BAJA MATRICULA
13341;Basica;INSUFICIENTE
13342;Basica;MEDIO-BAJO
13344;Basica;MEDIO
13356;Basica;MEDIO
13358;Basica;MEDIO
13360;Basica;MEDIO
13361;Basica;MEDIO
13362;Basica;SIN CATEGORIA: BAJA MATRICULA
13363;Basica;SIN CATEGORIA: BAJA MATRICULA
13365;Basica;SIN CATEGORIA: BAJA MATRICULA
13370;Basica;ALTO
13372;Basica;MEDIO
13373;Basica;MEDIO
13375;Basica;SIN CATEGORIA: BAJA MATRICULA
13376;Basica;ALTO
13378;Basica;SIN CATEGORIA: BAJA MATRICULA
13379;Basica;SIN CATEGORIA: BAJA MATRICULA
13380;Basica;SIN CATEGORIA: BAJA MATRICULA
13383;Basica;MEDIO
13384;Basica;MEDIO
13387;Basica;MEDIO-BAJO
13388;Basica;MEDIO
13394;Basica;MEDIO-BAJO
13396;Basica;MEDIO-BAJO
13412;Basica;ALTO
13416;Basica;MEDIO-BAJO
13417;Basica;MEDIO
13420;Basica;MEDIO
13423;Basica;SIN CATEGORIA: BAJA MATRICULA
13426;Basica;MEDIO
13427;Basica;ALTO
13428;Basica;SIN CATEGORIA: FALTA DE INFORMACION
13434;Basica;MEDIO
13437;Basica;SIN CATEGORIA: BAJA MATRICULA
13439;Basica;MEDIO
13442;Basica;MEDIO
13446;Basica;MEDIO
13450;Basica;ALTO
13462;Basica;INSUFICIENTE
13463;Basica;MEDIO-BAJO
13465;Basica;SIN CATEGORIA: BAJA MATRICULA
13467;Basica;MEDIO
13474;Basica;MEDIO
13475;Basica;MEDIO
13486;Basica;MEDIO
13489;Basica;MEDIO
13491;Basica;MEDIO
13494;Basica;MEDIO
13498;Basica;SIN CATEGORIA: BAJA MATRICULA
13503;Basica;MEDIO-BAJO
13504;Basica;MEDIO-BAJO
13512;Basica;MEDIO-BAJO
13513;Basica;MEDIO-BAJO
13514;Basica;MEDIO
13518;Basica;MEDIO
13527;Basica;MEDIO
13535;Basica;MEDIO
13539;Basica;MEDIO
13542;Basica;ALTO
13545;Basica;MEDIO
13551;Basica;MEDIO
13552;Basica;MEDIO-BAJO
13557;Basica;MEDIO
13559;Basica;MEDIO
13560;Basica;MEDIO-BAJO
13562;Basica;MEDIO-BAJO
13563;Basica;SIN CATEGORIA: FALTA DE INFORMACION
13565;Basica;MEDIO
13566;Basica;MEDIO
13570;Basica;SIN CATEGORIA: BAJA MATRICULA
13573;Basica;MEDIO
13574;Basica;MEDIO
13579;Basica;SIN CATEGORIA: BAJA MATRICULA
13580;Basica;MEDIO-BAJO
13586;Basica;MEDIO
13587;Basica;MEDIO
13590;Basica;MEDIO-BAJO
13593;Basica;MEDIO-BAJO
13604;Basica;MEDIO
13606;Basica;MEDIO
13608;Basica;MEDIO-BAJO
13610;Basica;MEDIO
13612;Basica;MEDIO-BAJO
13621;Basica;MEDIO
13626;Basica;MEDIO-BAJO
13627;Basica;MEDIO
13632;Basica;MEDIO-BAJO
13633;Basica;MEDIO
13637;Basica;MEDIO-BAJO
14201;Basica;MEDIO-BAJO
14210;Basica;MEDIO
14211;Basica;MEDIO
14212;Basica;MEDIO
14213;Basica;SIN CATEGORIA: FALTA DE INFORMACION
14217;Basica;MEDIO-BAJO
14224;Basica;MEDIO
14232;Basica;MEDIO-BAJO
14233;Basica;MEDIO-BAJO
14234;Basica;INSUFICIENTE
14237;Basica;ALTO
14247;Basica;MEDIO-BAJO
14249;Basica;ALTO
14260;Basica;MEDIO
14265;Basica;ALTO
14266;Basica;MEDIO
14270;Basica;ALTO
14280;Basica;ALTO
14288;Basica;ALTO
14289;Basica;ALTO
14299;Basica;MEDIO
14308;Basica;MEDIO
14313;Basica;MEDIO
14314;Basica;MEDIO
14315;Basica;MEDIO
14316;Basica;MEDIO
14323;Basica;MEDIO
14324;Basica;SIN CATEGORIA: BAJA MATRICULA
14328;Basica;ALTO
14330;Basica;MEDIO
14332;Basica;ALTO
14334;Basica;MEDIO
14348;Basica;ALTO
14351;Basica;MEDIO
14359;Basica;MEDIO
14363;Basica;ALTO
14364;Basica;MEDIO-BAJO
14365;Basica;MEDIO
14372;Basica;MEDIO
14373;Basica;MEDIO-BAJO
14375;Basica;MEDIO
14376;Basica;MEDIO
14379;Basica;MEDIO
14380;Basica;MEDIO
14381;Basica;ALTO
14387;Basica;MEDIO-BAJO
14395;Basica;MEDIO
14396;Basica;INSUFICIENTE
14397;Basica;MEDIO-BAJO
14402;Basica;MEDIO
14412;Basica;INSUFICIENTE
14413;Basica;ALTO
14414;Basica;MEDIO
14416;Basica;ALTO
14418;Basica;MEDIO-BAJO
14420;Basica;MEDIO-BAJO
14428;Basica;SIN CATEGORIA: BAJA MATRICULA
14452;Basica;MEDIO-BAJO
14453;Basica;MEDIO
14466;Basica;ALTO
14476;Basica;MEDIO
14479;Basica;MEDIO-BAJO
14482;Basica;ALTO
14487;Basica;MEDIO-BAJO
14490;Basica;MEDIO-BAJO
14494;Basica;MEDIO
14498;Basica;MEDIO
14502;Basica;MEDIO
14504;Basica;MEDIO
14506;Basica;ALTO
14507;Basica;MEDIO
14510;Basica;MEDIO
14511;Basica;MEDIO
14514;Basica;ALTO
14515;Basica;MEDIO-BAJO
14518;Basica;MEDIO-BAJO
14523;Basica;MEDIO
14526;Basica;MEDIO
14533;Basica;MEDIO-BAJO
14534;Basica;MEDIO-BAJO
14537;Basica;MEDIO
14538;Basica;MEDIO
14539;Basica;INSUFICIENTE
14541;Basica;MEDIO
14546;Basica;MEDIO-BAJO
14548;Basica;SIN CATEGORIA: BAJA MATRICULA
14552;Basica;MEDIO
14565;Basica;MEDIO
14568;Basica;MEDIO-BAJO
14573;Basica;SIN CATEGORIA: BAJA MATRICULA
14580;Basica;MEDIO
14587;Basica;MEDIO
14593;Basica;MEDIO-BAJO
14594;Basica;MEDIO
14599;Basica;MEDIO-BAJO
14601;Basica;MEDIO
14602;Basica;MEDIO
14605;Basica;ALTO
14606;Basica;MEDIO-BAJO
14608;Basica;MEDIO
